,User,Pesan,Jam,Tanggal,Status,Saham
429,rahmad,apakah wskt arb lagi?,9:58:02 AM,Monday April 5 2021,Negatif,WSKT
430,Arif Robani,Film dibanting,9:44:29 AM,Monday April 5 2021,Negatif,FILM
431,Andre Salim,BBRI confirm dotop?,9:14:00 AM,Monday April 5 2021,Negatif,BBRI
432,hery,BBRI buangan belum selesai,9:01:37 AM,Monday April 5 2021,Negatif,BBRI
433,Ronny,"Membalas : Iya. Gocekan bandar ihsg bkin mules. trading di koin enak. Murni TA. Bru 30 mnt cuan 20% di koin
Banyak yg bilang gocekan bandar. Padahal bandar ga gocek apa2. Kemaren2 turun murni karena bandar withdraw fund buat taro di koin  ",8:06:29 AM,Monday April 5 2021,Negatif,KOIN
434,Andru,"Membalas : Tins aman gk ya di hold avg 1740
Aman bisa 2000 hold aj
",8:59:05 PM,Monday April 5 2021,Netral,"AMAN,TINS"
435,Erich,"Membalas : Semoga besok tercapai dan lekas balik atas pak 
ga usa buru2..tutup aja smua gap dlo sampai yg plg bawah     duit iseng2 taro koin dlo.. 
",8:43:58 PM,Monday April 5 2021,Netral,KOIN
436,Muhammad Repi,Tins aman gk ya di hold avg 1740,8:34:32 PM,Monday April 5 2021,Netral,"AMAN,TINS"
437,Tejo Arum,"Membalas : Kelamaan pindah ke yg laen aj bsde udh mulai akum
Saya nunggi bsde",8:06:01 PM,Monday April 5 2021,Netral,BSDE
438,Puspita Wardani,"Membalas : Cent gmama cent
Biarkan dy konsolidasi dulu menuju 260   baru ngegas lg  ",2:56:00 PM,Monday April 5 2021,Netral,CENT
439,Herman S,"Membalas : BJBR -3,6%, BJTM -9,1%, DMAS -5,6%, ESSA -4,1%, HMSP -9,2%, JSMR -8,6%, SSIA -10,4%, TINS -22%, UNVR -12,4% apakah saham yg say
BJBR BJTM menurut sya layak d hold, bentar lagi juga RUPS semoga ada kabar baik. Tetap semangat   semoga segera membaik porto nya.",2:39:25 PM,Monday April 5 2021,Netral,"BJBR,BJTM,DMAS,ESSA,HMSP,JSMR,SSIA,TINS,UNVR"
440,Dane Fernando,"Membalas : BJBR -3,6%, BJTM -9,1%, DMAS -5,6%, ESSA -4,1%, HMSP -9,2%, JSMR -8,6%, SSIA -10,4%, TINS -22%, UNVR -12,4% apakah saham yg say
Layak hold mnrt saya, sptinya saham dividen yg di porto.",2:20:01 PM,Monday April 5 2021,Netral,"BJBR,BJTM,DMAS,ESSA,HMSP,JSMR,SSIA,TINS,UNVR"
441,DapurEka,"Membalas : Minusnya rata2 berapa%?
BJBR -3,6%, BJTM -9,1%, DMAS -5,6%, ESSA -4,1%, HMSP -9,2%, JSMR -8,6%, SSIA -10,4%, TINS -22%, UNVR -12,4%

apakah saham yg saya punya layak untuk di hold? Lalu solusi terbaik bagaimana ya pak? ",2:16:58 PM,Monday April 5 2021,Netral,"BJBR,BJTM,DMAS,ESSA,HMSP,JSMR,SSIA,TINS,UNVR"
442,Rui :rocket: :speedboat::dancer: ,"Membalas : @RuiAuxilia @hmasori Billy GMN viewnya ? right issue kedua akusissi RS EMC dan RS lainnya
Saya masi hold sih kl SAME kak ... memang menunggu ini .... ternyata sudah keluar ya beritanya, thank you sharingnya       ",11:34:07 AM,Monday April 5 2021,Netral,SAME
443,Jimmy,"Membalas : Tins gmna y
Baik baik saja Pak. Sabar dikit lah logam logam an ini nunggu timing aja. Entah sore, entah besok, entah minggu depan. Buat trading masih bisa lah cuannya beli gorengan. Menurut saya loh ya. Keputusan buy or hold di jempol masing masing  ",10:43:33 AM,Monday April 5 2021,Netral,TINS
444,Benanta,"Membalas : Ga masuk akal itu Bank Net, ipo harga 135
Next TCPI itu bisa dibawa 8000an :ghost: ",8:26:51 PM,Tuesday April 6 2021,Positif,"BANK,TCPI"
445,Kaanz',Ada yang bilang ZBRA back dor listing? Gimna prospeknya?,8:20:57 PM,Tuesday April 6 2021,Positif,ZBRA
446,Kaanz',"Membalas : Klo yg Ara itu hati2 main jorok pasti ujung2nya Arb ini cent sekali pun blm pernh Ara msin nya slow tp pasti
Hahaha betul pak justru yang ARA tanpa koreksi itu bahaya ",8:03:14 PM,Tuesday April 6 2021,Positif,"CENT,MAIN,MSIN"
447,Aho Lie,"Membalas : Masa ihsg merah ini ijo, semoga kalo indeks ijo ini masih tebel ijo
Justru itu makin tebel ijonya cent       
Semoga kyk arto 4x.lipat ",7:56:31 PM,Tuesday April 6 2021,Positif,"ARTO,CENT,MASA"
448,Kaanz',"Membalas : Hajar terus bursa klo sinyal bilg untung  
Masa ihsg merah ini ijo, semoga kalo indeks ijo ini masih tebel ijo ",7:55:53 PM,Tuesday April 6 2021,Positif,MASA
449,David,Bank hebaty,7:50:28 PM,Tuesday April 6 2021,Positif,BANK
450,Kaanz',"Membalas : CENT perjalanan masih panjang, TP terus masuk lagi juga bisa jadi strategi valid. Saya tadi TP sebagian di 290 dan mungkin besok
    mantul pak benhan memang si CENT ini saya buat jangka menengah  dari kemaren tektokan disitu aja saya tutup porto ijo merah"" merah , tapi masih cuan",7:15:34 PM,Tuesday April 6 2021,Positif,CENT
451,Benhan,"Membalas : Saya lepas kalo jebol situ pak eh ternyata di tarik balik , dari minus jadi ijo lagi, tapi untungnya di buat nutupin saham la
CENT perjalanan masih panjang, TP terus masuk lagi juga bisa jadi strategi valid. Saya tadi TP sebagian di 290 dan mungkin besok masuk lagi kalau pullback",7:05:26 PM,Tuesday April 6 2021,Positif,CENT
452,Aho Lie,"Membalas : Hahaha pak faliq juga ikutan , cent penyelamat porto 
Bener pembalikan dari rugi jd untung ",6:56:39 PM,Tuesday April 6 2021,Positif,CENT
453,Kaanz',"Membalas : Ayuk tak temenin, meskipun avg bawah tapi diayun2 sedep juga ya
Hahaha pak faliq juga ikutan , cent penyelamat porto ",6:53:23 PM,Tuesday April 6 2021,Positif,CENT
454,Faliq H,"Membalas : Sama , swing aku om target masih jauh, sambil nunggu corporate action cent
Ayuk tak temenin, meskipun avg bawah tapi diayun2 sedep juga ya  ",6:52:09 PM,Tuesday April 6 2021,Positif,CENT
455,Aho Lie,"Membalas : Ijo atau merah om , CENT ku masih ijo nih 
Ijo tunggu besok lebh ijo lg  ",6:39:16 PM,Tuesday April 6 2021,Positif,CENT
456,Kaanz',"Ijo atau merah om , CENT ku masih ijo nih ",6:38:34 PM,Tuesday April 6 2021,Positif,CENT
457,Benhan,"Mantap banget nih Vibration Law-nya Mas @JuthaBram  
Membalas : Photo
Saudaranya ASSA panen besar hari ini. Besok giliran ESSA?",6:25:47 PM,Tuesday April 6 2021,Positif,ASSA
458,Jee Satya MantabBro,"Membalas : pantesan buy wmuu di harga terakhir sblum penutupan, td ga ada yg nyambar
Brati mau naik tu om, biasanya lho ya..., saya gak amati soalnya. Tapi kalo langsung sketika bunyi clangg dan masuk, sudah dipastikan besok turun hihi",5:27:03 PM,Tuesday April 6 2021,Positif,WMUU
459,Muhammad Repi,Pyfa mulai naik di penutupan sesi,3:49:00 PM,Tuesday April 6 2021,Positif,PYFA
460,Rey,MARI sepertinya mau menembuss ath nyaa,3:25:27 PM,Tuesday April 6 2021,Positif,MARI
461,Nanang Eko,"Membalas : Berarti (semoga) balik ke pola symmetrical triangles #target 9 april break 6231 ihsg
Smoga april bullish pak ",3:23:55 PM,Tuesday April 6 2021,Positif,POLA
462,Fajar Oktavaria,"Membalas : iya pak betul, sejauh ini sih CL terus  
padahal di CENT bisa cuan terus kalau entrynya bener pak",2:59:17 PM,Tuesday April 6 2021,Positif,CENT
463,Muhammad Repi,"PYFA mulai dipantau
",2:43:53 PM,Tuesday April 6 2021,Positif,PYFA
464,OmJhon,"Abba sdh ara 
Apakah MARI menyusul pak?",2:42:00 PM,Tuesday April 6 2021,Positif,"ABBA,MARI"
465,Kevin,ABBA kenapa ya bisa terbang,2:32:02 PM,Tuesday April 6 2021,Positif,ABBA
466,Jose - Aliran - YPC,"Membalas : BCAP kanan kiri EP
biasa ep akum, ntar tau2 ARA or ARB biasanya gitu, tp seringnya terbang sih",2:21:58 PM,Tuesday April 6 2021,Positif,BCAP
467,bryan,"Membalas : BCAP kanan kiri EP
BCAP lagi di akum, siap' terbang",2:21:42 PM,Tuesday April 6 2021,Positif,BCAP
468,Eru Yagami,Masih mending PTBA dong dividennya,2:21:06 PM,Tuesday April 6 2021,Positif,PTBA
469,Carlo Micelli,"ITMG dividen per lembar Rp.411, dividen interim Rp.307 sisanya dibagikan Rp.104

Cum : 15Apr
ExDate : 16Apr",2:16:04 PM,Tuesday April 6 2021,Positif,ITMG
470,Arif Goenawan,Wskt boleh mulai serok y?,1:02:01 PM,Tuesday April 6 2021,Positif,WSKT
471,Vasco,"Membalas : Hallo, klo ADHI gimana ya bang pencerahannya
500 bru serok
",12:57:32 PM,Tuesday April 6 2021,Positif,ADHI
472,RBTAN59,"Membalas : Gpp klo nurut says selama masih dibawa 300 mash aman pak kecuali jeblok
   ntar dah deket cumdate jd 600 an 
kan spt makin jelas om Patrick msh sdg proses akum yg dr public...  ",12:33:14 PM,Tuesday April 6 2021,Positif,AMAN
473,Chezy,"deviden bjbr 95,74,, yield 6,1% dari harga skrg,, naik dari taun kemaren,
Ini adalah foto
",12:06:04 PM,Tuesday April 6 2021,Positif,BJBR
474,Ocha,"Bbni mulai lmyn tinggi, bmri smga selanjutnya",11:49:12 AM,Tuesday April 6 2021,Positif,"BBNI,BMRI"
475,Jafar Sim,"Membalas : @wealth88 pak, akhirnya DMMXnya membuahkan hasil :) party doong
Saya jual di 430 makanya dia terbang pak    pegang cash 100% sekarang",10:33:18 AM,Tuesday April 6 2021,Positif,CASH
476,Andru,Assa udah tp  ,10:30:23 AM,Tuesday April 6 2021,Positif,ASSA
477,Muhammad Repi,Pyfa dilirik,10:20:13 AM,Tuesday April 6 2021,Positif,PYFA
478,S farisi,dmmx d lirik  ,10:14:24 AM,Tuesday April 6 2021,Positif,DMMX
479,Muhammad Repi,PYFA menarik,10:10:22 AM,Tuesday April 6 2021,Positif,PYFA
480,Novine 90210,ath assa  ,10:10:09 AM,Tuesday April 6 2021,Positif,ASSA
481,Kevin,mina sebelum ara,10:09:00 AM,Tuesday April 6 2021,Positif,MINA
482,Jisoo,Welcome assa 2000,10:07:55 AM,Tuesday April 6 2021,Positif,ASSA
483,Imbran Ibnuazis,Assa dikit lg 2000,10:07:42 AM,Tuesday April 6 2021,Positif,ASSA
484,Kevin,mina mau ara,10:02:41 AM,Tuesday April 6 2021,Positif,MINA
485,Soebianto,"BBRI malah kuat sekali, padahal ex cum ya",9:42:58 AM,Tuesday April 6 2021,Positif,BBRI
486,Muhammag kuncoro,Wskt ijo yukkkk,9:31:32 AM,Tuesday April 6 2021,Positif,WSKT
487,Muhammag kuncoro,Wskt ayo araaaaa,9:25:41 AM,Tuesday April 6 2021,Positif,WSKT
488,Ocha,Serok wsbp lumayan,9:09:51 AM,Tuesday April 6 2021,Positif,WSBP
489,Ronny,"Membalas : Eh ga boleh bully IHSG terus , semoga semsta mendukung hari ini IHSG rebound keceng
semoga bbri mendukung   ",8:55:15 AM,Tuesday April 6 2021,Positif,BBRI
490,Angga Bhara,"Akra ath nya masih jauh ternyata
Ini adalah foto
",7:46:28 AM,Tuesday April 6 2021,Positif,AKRA
491,Andreas Teddy,Ga sekalian nyalahin miss EM yang bilang Agro Agro Agro tapi turun  ,9:29:06 PM,Tuesday April 6 2021,Negatif,AGRO
492,Kaanz',"Membalas : Amit2. 13x ARB tanpa UMA  
Jelas beda  BNBA ARA juga tanpa konsolidasi , bahaya ",8:28:40 PM,Tuesday April 6 2021,Negatif,BNBA
493,Faliq H,"Membalas : Iyak pak asal jngan kayak BNBA  , setalh naik pesat dihajar  
Amit2. 13x ARB tanpa UMA  ",8:27:57 PM,Tuesday April 6 2021,Negatif,BNBA
494,Meneer Greg,BNBA arb 13x,8:20:49 PM,Tuesday April 6 2021,Negatif,BNBA
495,Kaanz',"Membalas : Semoga kyk arto 4x.lipat 
Iyak pak asal jngan kayak BNBA  , setalh naik pesat dihajar  ",7:59:22 PM,Tuesday April 6 2021,Negatif,"ARTO,BNBA"
496,Yudha,Same di haki terus ya bund MS duitnya di bid ga abis2  ,2:34:39 PM,Tuesday April 6 2021,Negatif,SAME
497,Fajar Suryo,apakah WSKT pulang ke 3 digit?,9:25:46 AM,Tuesday April 6 2021,Negatif,WSKT
498,A T,Film mau arb pada take propit,9:17:48 AM,Tuesday April 6 2021,Negatif,FILM
499,Fajar Suryo,Sayonara MPPA  ,9:14:01 AM,Tuesday April 6 2021,Negatif,MPPA
500,Satrio Wahyu Prasetyo,WSKT langsung arb,9:04:06 AM,Tuesday April 6 2021,Negatif,WSKT
501,Aho Lie,"Membalas : Yaa itu yg benar pak, saya masih FOMO
Gpp klo nurut says selama masih dibawa 300 mash aman pak kecuali jeblok
Yg ikut saya mau jual rugi saya bilg klo saya hold tergtg keyakinan kita  
",12:20:35 PM,Tuesday April 6 2021,Netral,AMAN
502,Bow,ESSA biarin aja ga usah digangguin... ,10:21:47 AM,Tuesday April 6 2021,Netral,ESSA
503,Clara Ev,"Kayanya Pnbs bisa jd wl yaa ga sih.. 
masih murah bgt ga sih buat banking",10:01:57 PM,Tuesday April 6 2021,Positif,PNBS
504,Nanang Eko,"Membalas : Hari ini 22persen pak  , kurang ngegas yaaa
Coba cek mppa dri awal mulai hijau mbak, skrng udh tinggi bgt 
Yaa sama  udh tinggi sh, tinggal lppf nya yg blm naik bnyak diantara lippo group ",8:43:54 PM,Tuesday April 6 2021,Positif,"LPPF,MPPA"
505,Rui :rocket: :speedboat::dancer: ,"Membalas : Iya kak beli same jg... Sayang blm sempet nambah lot uda terbang kak... Uda keburu TP td...
Bagus, gapapa yang penting sudah cuan kak     

Ga nyesel saya jadi salesnya   ",8:41:34 PM,Tuesday April 6 2021,Positif,SAME
506,Chris Tian Tee,"Membalas : Waaaah jadi kepengen swikeee .....      ... di Bali sini ga ada huhuhuhu @Viretz beli SAME juga kah?
Iya kak beli same jg... Sayang blm sempet nambah lot uda terbang kak... Uda keburu TP td...",8:36:46 PM,Tuesday April 6 2021,Positif,"BALI,SAME,SINI"
507,Puspita Wardani,"Membalas : sy sdh pantau slalu beriringan dgn mlpl jg gerak hrg nya   
Nah iya bener memang geraknya selalu barengan sama MLPL   sprt VIVA dan MDIA, sprt MARI n ABBA selalu barengan naik turunnya  ",8:32:50 PM,Tuesday April 6 2021,Positif,"ABBA,MARI,MLPL,VIVA"
508,RBTAN59,"krn sangat jelas piutang temasek usd300jt kalo di konversi ke lembar saham nilai nya 1800/lembar
Membalas : MPPA sy baru masuk tadi   iseng iseng langsung naik  
sy sdh pantau slalu beriringan dgn mlpl jg gerak hrg nya   ",8:29:43 PM,Tuesday April 6 2021,Positif,"MLPL,MPPA"
509,Dewi Calico,"Membalas : Photo
MPPA sy baru masuk tadi   iseng iseng langsung naik  ",8:24:37 PM,Tuesday April 6 2021,Positif,MPPA
510,RBTAN59,ternyata mppa mau ri sdh curi start di kerek    ,8:24:30 PM,Tuesday April 6 2021,Positif,MPPA
511,Arif Goenawan,Wiim prediksi suhu2 msh bisa tembus 1000? Syaang nya sy sdh tp 940  ,7:54:35 PM,Tuesday April 6 2021,Positif,WIIM
512,Jee Satya Skill Mamonite Utara,"Membalas : Photo
Kalo bwat inpest pilih TLKM om,  hihihi",4:06:56 PM,Tuesday April 6 2021,Positif,TLKM
513,darno Ketagihan richeese nabati,"Tanya aja om apakah ISAT bisa 9.900 
Ini adalah foto",4:03:22 PM,Tuesday April 6 2021,Positif,ISAT
514,Rui :rocket: :speedboat::dancer: ,"@JuthaBram terimakasih insightnya untuk timing masuk marketnya pak, sangat tepat ini ... beneran dah saya pengen belajar soal timecycle, mohon bimbingannya selalu      

SAME SAME NA HEY HEY HAKA HAKA HEY HEYY!!!     

:rocket::rocket::rocket::rocket::rocket::rocket::rocket::rocket: roketnya kakaaaa  ",3:14:24 PM,Tuesday April 6 2021,Positif,SAME
515,Billy,"Membalas : arto marcapnya bukannya gede ya hu?
Iya om.. Jd ya bisa gerakin ihsg meski blm se signifikan BCA, bri",3:12:56 PM,Tuesday April 6 2021,Positif,ARTO
516,Jay Jay,arto marcapnya bukannya gede ya hu?,3:10:30 PM,Tuesday April 6 2021,Positif,ARTO
517,Dream Big,"Membalas : Bank mini yang ngangkat index ya?..
BBCA",3:02:02 PM,Tuesday April 6 2021,Positif,"BANK,BBCA"
518,Stanley @brosurproperti,"SAME pak @hmasori mantap, makasih insightnya pak   , sabar menunggu ke 1000",3:01:36 PM,Tuesday April 6 2021,Positif,SAME
519,Humam,"BBKP seminggu diakum YU gede banget, semua broker ritel udah di kanan, tinggal tunggu waktu wuss..:rocket::rocket::rocket:
Ini adalah foto",2:56:51 PM,Tuesday April 6 2021,Positif,BBKP
520,Benhan,"Membalas : Arakan BBKP hyung :rocket::rocket::rocket:
Naik ga sampai 1% mau ARA?  
",2:56:11 PM,Tuesday April 6 2021,Positif,BBKP
521,Jutha Bram,"Membalas : Saya posting ini di grup saya, kalau salah maafkan. Krn prediksi blm tentu bener: ALL, Attention Please. Penurunan indeks sek
Semoga besok beneran Banking dinaikin. Pelan gpp, yg penting naikin indeks, agar cuaca bagus dan sesuai sama view ini...
Amiin ",2:55:53 PM,Tuesday April 6 2021,Positif,AGAR
522,Tommy Hermes,"Membalas : yoook yoook sobat bbkp, berkumpul
Arakan BBKP hyung :rocket::rocket::rocket:",2:54:25 PM,Tuesday April 6 2021,Positif,BBKP
523,Adam,"Membalas : BBKP tanam bibit ga ya
yoook yoook sobat bbkp, berkumpul",2:54:08 PM,Tuesday April 6 2021,Positif,BBKP
524,Tommy Hermes,BBKP tanam bibit ga ya,2:53:17 PM,Tuesday April 6 2021,Positif,BBKP
525,Andre Salim,same naeknya pake vol g ada obat,2:51:41 PM,Tuesday April 6 2021,Positif,SAME
526,Taupik Rahmat,Waaah same ATH mudahan jam 15 break  ,2:51:01 PM,Tuesday April 6 2021,Positif,SAME
527,Chris Tian Tee,xl diem2 naik trus,2:49:15 PM,Tuesday April 6 2021,Positif,TRUS
528,Jafar Sim,"Same 500! WOW!
",2:46:45 PM,Tuesday April 6 2021,Positif,SAME
529,Jessica,Same TP done 500 . Thx lord,2:46:39 PM,Tuesday April 6 2021,Positif,SAME
530,Kaanz',"Membalas : same ga jd ath. cape. mo istirahat
Mantul serok bawah ",2:46:17 PM,Tuesday April 6 2021,Positif,SAME
531,Benanta,SAME gada obattttt mau break ATH :rocket::rocket::rocket::rocket::rocket::rocket:,2:43:45 PM,Tuesday April 6 2021,Positif,SAME
532,Ratih Estiani,Yeauyy finally menyusul dmmx si samee,2:43:23 PM,Tuesday April 6 2021,Positif,DMMX
533,Liem Peter,luar biasa sekali SAME hari ini,2:41:17 PM,Tuesday April 6 2021,Positif,SAME
534,Franky Saputra,BKSW :rocket:,2:36:16 PM,Tuesday April 6 2021,Positif,BKSW
535,den,same yuk 500.. cincai2 lah,2:35:12 PM,Tuesday April 6 2021,Positif,SAME
536,Puspita Wardani,MPPA 500 yuk  ,2:25:56 PM,Tuesday April 6 2021,Positif,MPPA
537,den,same yuk balek 500 lgi,2:25:12 PM,Tuesday April 6 2021,Positif,SAME
538,Mic 1 2 3,"Membalas : ara gak nih RAJA ?
Arakan ndarrr mlpl sama raja nya  ",2:24:55 PM,Tuesday April 6 2021,Positif,"MLPL,RAJA"
539,Mic 1 2 3,"Membalas : MLPL RAJA SAME HRUM HAKA
Joss gandoss",2:23:55 PM,Tuesday April 6 2021,Positif,"HRUM,MLPL,RAJA,SAME"
540,Suyanto SK,ara gak nih RAJA ?,2:23:27 PM,Tuesday April 6 2021,Positif,RAJA
541,Mic 1 2 3,"Membalas : MLPL RAJA SAME HRUM HAKA
Jossssss",2:22:39 PM,Tuesday April 6 2021,Positif,"HRUM,MLPL,RAJA,SAME"
542,Dream Big,Bank Mini kembali ngegas,2:19:52 PM,Tuesday April 6 2021,Positif,BANK
543,Aho Lie,"Membalas : Masuk lg td ko 280 pas RF beli CENT saya ikut masuk lg  
Mantp mudah2an tutup ijo",2:13:16 PM,Tuesday April 6 2021,Positif,CENT
544,Puspita Wardani,Masuk lg td ko 280 pas RF beli CENT saya ikut masuk lg  ,2:12:41 PM,Tuesday April 6 2021,Positif,CENT
545,Puspita Wardani,BNBA nya perlahan tp naik naik ke puncak gunung  ,2:10:59 PM,Tuesday April 6 2021,Positif,BNBA
546,Dream Big,ARAkan BNBA,2:06:43 PM,Tuesday April 6 2021,Positif,BNBA
547,Muhammad Repi,PYFA MULAI  ,1:59:54 PM,Tuesday April 6 2021,Positif,PYFA
548,Dream Big,BNBA ngegas,1:58:20 PM,Tuesday April 6 2021,Positif,BNBA
549,Jafar Sim,"SAME epic comeback? @RuiAuxilia @hmasori   siap siap panic buy, seperti nya nih buat modal besok 8 april pak @JuthaBram",1:54:23 PM,Tuesday April 6 2021,Positif,SAME
550,Petro,Mapi bru jalan tuh,1:54:14 PM,Tuesday April 6 2021,Positif,MAPI
551,Jessica,Arakan MCOR,1:53:28 PM,Tuesday April 6 2021,Positif,MCOR
552,Dream Big,MCOR ngegas,1:53:05 PM,Tuesday April 6 2021,Positif,MCOR
553,Adi Putra,"Antm terbang, pasti ads berita bagus",1:53:05 PM,Tuesday April 6 2021,Positif,ANTM
554,Imbran Ibnuazis,Same yihaa,1:49:55 PM,Tuesday April 6 2021,Positif,SAME
555,nathan,"Membalas : Yes LPPF iHnS makasih pakde
target 3000 baru tp pak",1:44:12 PM,Tuesday April 6 2021,Positif,LPPF
556,Jay Jay,"Membalas : Babp ara
edan, perasaan tadi 73, uda wush2",1:42:28 PM,Tuesday April 6 2021,Positif,BABP
557,Hendra,Babp ara,1:42:08 PM,Tuesday April 6 2021,Positif,BABP
558,Jay Jay,LPPF ATH yuk.  ,1:41:26 PM,Tuesday April 6 2021,Positif,LPPF
559,nathan,"Membalas : LPPF break 1530 ke 1780 cuzz 3000.
tp di 3000",1:40:14 PM,Tuesday April 6 2021,Positif,LPPF
560,den,"Membalas : Same ATH yuk   
yuk",1:40:07 PM,Tuesday April 6 2021,Positif,SAME
561,Kaanz',"Same ATH yuk   
",1:38:06 PM,Tuesday April 6 2021,Positif,SAME
562,Farid,"Membalas : Terus jangan nyesal kalau hari ini naik... wajar transaksinya gede dan bandar borong lagi. Relakan saja
Haha iya pak , beli bnba juga iseng aja , dapet profit dari pasar sebelah dan ternyata hasilnya boom , bandarnya memang ngeri  ",12:21:48 PM,Tuesday April 6 2021,Positif,BNBA
563,Jim,Same ud selesai konsol nya ya siap terbang nih,11:34:12 AM,Tuesday April 6 2021,Positif,SAME
564,WA,:rocket:nih buat SAME,11:30:39 AM,Tuesday April 6 2021,Positif,SAME
565,Dhani,"wih WIIM smoga bs bagger, enak nih angkatnya kalau all time high",11:27:08 AM,Tuesday April 6 2021,Positif,WIIM
566,Mic 1 2 3,Raja haka,11:24:41 AM,Tuesday April 6 2021,Positif,RAJA
567,Dream Big,BBHI ARA,11:21:49 AM,Tuesday April 6 2021,Positif,BBHI
568,Jafar Sim,Lppf pak @JuthaBram ciaamiikkk   gilaaaa,11:20:25 AM,Tuesday April 6 2021,Positif,LPPF
569,Tommy Hermes,Tembus pola iHnS nih LPPF,11:19:05 AM,Tuesday April 6 2021,Positif,"LPPF,POLA"
570,hery,"Membalas : Yg rame itu lppf kalau break 1500   
tembus  
",10:56:40 AM,Tuesday April 6 2021,Positif,LPPF
571,Si Maman,Btw dmmx tembus 496 ,10:54:26 AM,Tuesday April 6 2021,Positif,DMMX
572,nathan,"Membalas : Yg rame itu lppf kalau break 1500   
Terus ke 2500 ya hu ",10:49:00 AM,Tuesday April 6 2021,Positif,LPPF
573,Ary Prabowo,"Membalas : Yg rame itu lppf kalau break 1500   
hit 1500 hu bil",10:48:25 AM,Tuesday April 6 2021,Positif,LPPF
574,Billy,Yg rame itu lppf kalau break 1500   ,10:47:49 AM,Tuesday April 6 2021,Positif,LPPF
