Pesan,Status
"Membalas : Beda Nasib! Laba Bersih TKIM Drop di 2020, Laba INKP Melesat http://detik.id/6sRL72
Inj yg bikin sesi 2 kemarin arb. Entah hari inj arb lagi pa ngk. Moga mantul.",Negatif
"Membalas : Beda Nasib! Laba Bersih TKIM Drop di 2020, Laba INKP Melesat http://detik.id/6sRL72
Makin dalam nih tkim wkwk",Negatif
"Membalas : Bbri kira2 turun lgi g nih mau serok wkwkw dari kemarin naik terus apa beli pas payment devidend turun apa naik ya wkwkw
Rasanya yg paling turun kemarin pas ex date utk BBRI. Pas payment gak ngaruh sih biasanya..",Negatif
"Membalas : Sengketa pajak masuk th 2020 ya impairment loss nya gede ini hanya satu kali ya. Thn buku 2021 sdh nggak ada lagi?
klo dr penjelasannya krn serapan untuk industri turun, wajar sih ada covid jd lesu. pajak bukannya baru kemaren dpt putusan ya?",Negatif
"Membalas : Wah udah pada nyampe
Pakde kapan lagi ni Po nya saya baru jual bbhi ku ",Negatif
MG raja tega   ,Negatif
"Membalas : kabar  ya pak kalau ada info. hee. semoga bisa trigger Fund  lain untuk masukin dana segar ke market
saya uda ga ikutin lagi msci pak semenjak dibanting di towr.  yg dikeluarin naik yg dimasukin malah sideway cenderung bearish",Negatif
"Membalas : Kalau ga mau cutloss ya hold aja buat jangka panjang, aman kok itu klo untuk jangka panjang
Aman.....asal gak butuh duit nya selama harga pasar di bawah harga beli, rasanya sangkut di saham apapun aman.. sampai duit nya dibutuhkan
",Netral
"Membalas : Ngga pernah trading pak, itu beli saham dari dulu tapi gak naik2
Icbp aman hold aja pak
Ptba siy kalo sy kurang pas kalo utk invest jangka panjang
Pgas siy masi ok mdh2an segera mantul",Netral
"Membalas : Photo
Kalau ga mau cutloss ya hold aja buat jangka panjang, aman kok itu klo untuk jangka panjang",Netral
"Target price ARTO dari morgan stanley 14500 untuk base case, 21000 untuk bullish case. Yg udah di dalam, hold aja lebih lama",Netral
"Membalas : Photo
Klo liat tren pjg naik pak tp klo motong suport bpk tetapin aja berp % buat tolerasi Clnya tp untuk masuk tergtg bpk plan mau kemn ambil berp 
Membalas : Photo
Klo sabar tunggu harga bawa dikit garis suport bawah yg miring keatas incer daerah situ aja krn cuan tergtg kpn masuk dan kpn krluar dan selalu siap untuk konds   ",Netral
Bbri kira2 pas hari devidend turun g ya mending avg sekarang apa tunggu bagi2 deviden biasanya kan turun,Netral
"Membalas : Pilihan bijak, mengingat MG suka guyur
Kecuali BACA saya msh hold for longterm
",Netral
"Good news, Eido ijo, Bsok IHSG rebound Ijo",Positif
"Membalas : rencana tambah muatankah waktu RI kedua nanti?  
Rencananya mampir ke cent dulu ci buat icip icip RI nya baru ke terminalnya RI same",Positif
"Membalas : Wow makin jauh nih kalo break lagi , sky high 
Hayo rajin rajin geser, biar bisa melihat athnya dimana dan siapa tau menemukan pola lainnya   ",Positif
"Membalas : Alon alon asal 1000
4000 lah kak, naikin dikit, biar sekelas SILO ama HEAL    ",Positif
"Akan adakah Technical Rebound di ADHI??
Ini adalah foto",Positif
"Membalas : SAME juga udah break ATH kan ya potensi naik jauh lebih tinggi lagi masih ada
Break ath berkali kali sampai udah lupa ini ath ke berapa kali ya",Positif
"Membalas : Wah Juni udah 800 sepertinya ci   lebih baik cicil klo di kasih koreksi ya
SAME juga udah break ATH kan ya potensi naik jauh lebih tinggi lagi masih ada ",Positif
"Membalas : FYI, dulu abs RUPS buat SAME RI pertama awal Januari saya sudah beli SAME di 330, pas RI di 418 .... jadi ya silakan simpulkan s
Wah Juni udah 800 sepertinya ci   lebih baik cicil klo di kasih koreksi ya",Positif
"Membalas : Masih lama ci   juni loh  tapi siap"" dari sekarang udah bagus sih
FYI, dulu abs RUPS buat SAME RI pertama awal Januari saya sudah beli SAME di 330, pas RI di 418 .... jadi ya silakan simpulkan sendiri nanti SAME Juni di harga berapa   ",Positif
Luar biasa emng same ini ,Positif
Ada yg bisa kasih info perusahaan apa yang  termasuk kategori Fast Growing Companies saat ini selain ASSA dan WMUU?? Mksh..,Positif
Gak peduli asing atau lokal yg penting ada uang yg terus menjogetkan pasar  . Sama aja,Positif
"Membalas : Telkom Indonesia Unit Mitratel Weighs $1 Billion IPO [""https://www.bloomberg.com/news/articles/2021-04-13/telkom-indonesia-unit
Berharap bisa kena ARA klo IPO US$ 1 billion.     ",Positif
kalo same emtk scma pasti jauh dr suspend.... kan tau ada siapa di dlm nya   ,Positif
Same sama cent itu mainya halus g pake ara berjilid jilid jadi g mungkin di suspend,Positif
"Membalas : Setuju, Pak De pernah bilang, kalau ada saham ARA tapi ada corporate action di belakangnya ga akan disuspend, karena reason untu
Yaudh fix besok SAME ARA @RuiAuxilia  ",Positif
"Membalas : siap 2 aja bakal banyak suspend .. bmas set kena prikik sdh lancar 4 hari ara jg jln terus mppa sdh kena prikik jg hrs nya sdh
Same g Ara gpp, asal tiap hri naik 5-10%
Turun 2% buat ngeGAS lagi   ",Positif
"Membalas : Kayanya cent ga kena suspend, sejauh ini yang saya tau kalau ada Corp. Action itu aman *CMIIW
Setuju, Pak De pernah bilang, kalau ada saham ARA tapi ada corporate action di belakangnya ga akan disuspend, karena reason untuk ARAnya jelas",Positif
"Membalas : siap 2 aja bakal banyak suspend .. bmas set kena prikik sdh lancar 4 hari ara jg jln terus mppa sdh kena prikik jg hrs nya sdh
Kayanya cent ga kena suspend, sejauh ini yang saya tau kalau ada Corp. Action itu aman *CMIIW",Positif
"Membalas : Abis dibantai 2hari, keluarin ini buat pancingan ritel, besok jeblok lagi Sementara perbanyak cash aja kecuali scalper yg te
tiap hari tetep aja kan Pak  ada yg jd top gainer  ",Positif
BJBR besok tebar deviden lumayan ya,Positif
"RALS besok rupslb, kira kira jadi buyback gak ya?",Positif
"Membalas : Jadi gimana hari ini frds?   #moodcheck
Masih bisa senyum Pak.. Porto masih aman..  ",Positif
"Membalas : untr loncat pas penutupan. mau buy lagi udah gak kebagian
UNTR kenapa tiba-tiba loncat yah ? Deg-degan nih
",Positif
"Membalas : Udh bete saya sama indeks ini wkwkwk, udah nyangkut semua no cash
Buka di desember auto cuan hehe",Positif
"@RuiAuxilia ur same close >540 

Bagus itu",Positif
untr loncat pas penutupan. mau buy lagi udah gak kebagian,Positif
"Membalas : tar malem kencengin doa nya IHSG tiba2 +5% wkwkw biar bull ampe lebaran kasih THR dan semua berkah
kalau LPPF ngasih THR atau diskon Hu?  ",Positif
tar malem kencengin doa nya IHSG tiba2 +5% wkwkw biar bull ampe lebaran kasih THR dan semua berkah  ,Positif
"Sudahlah mantul di 6890, gak jd tuyun (smogah)
Ihsg -0.50%   bbca jg angka cantik 30.000",Positif
"Membalas : ESSA ASSA SAME hari ini ga peduli sama tekanan jual di IHSG. Yg mau cuan malah pada pindah ke sana
Happy cuan ya yg punya barang ini, +CENT",Positif
"Asing masih konsisten beli KRAS..
Ini adalah foto",Positif
Tembus 2000 gk ya ASSA  ,Positif
"Lsip sama indy, semoga ",Positif
"Membalas : serok apa teman teman ?
doid
",Positif
"Membalas : serok apa teman teman ?
excl",Positif
"Asing kembali bermanuver mengangkat saham CENT ??
Ini adalah foto",Positif
"Membalas : Waktunya apa pak..
wkt nya di nikah kan mppa sama cent   ",Positif
BACA ngegas,Positif
"Membalas : Tadi ipar tambah muatan dikit lg diskon suruh isi full sekrg ijo dia bingung
cent otw km300    ",Positif
bmas hebat ara berkali2 di saat gini  ,Positif
"Membalas : Saya selalu di cent 
Keren",Positif
"Membalas : Sabar adlh kunci   CENT nya ikut jalan  
Saya selalu di cent ",Positif
"Membalas : Cm cent hiburan saat ini  
BANK jg sangat menghibur kak  ",Positif
Cm cent hiburan saat ini  ,Positif
Woops mppa ijo,Positif
BTPS sudah bolehnyicil,Positif
hari ini yg emiten kuat rata2 emiten pola HTF..sakti emang pola satu ini  ,Positif
"Cent ga mau kalah! Aho 
Cent
Same
Dmmx    ",Positif
WSKT ayooo,Positif
Bbri antri 4100 kena ga ya,Positif
Bbri sampe 4100 ga,Positif
Bbri serok sekarang gmn,Positif
"ESSA ASSA SAME hari ini ga peduli sama tekanan jual di IHSG.
Yg mau cuan malah pada pindah ke sana",Positif
Iya sih garisan ku ada alert wskt buy 960,Positif
"Membalas : Ayo terbang WSKT    
ARAkan WSKT",Positif
"Membalas : http://investasi.kontan.co.id/news/waskita-karya-wskt-teken-perjanjian-jual-beli-dua-ruas-tol-dengan-smi
Ayo terbang WSKT    ",Positif
Ada yg sering trading di saham ekad?,Positif
"Membalas : soalnya SAME ini bandel sama IHSG kak, IHSG kemanapun SAME tetap nyantai nanjak Saya malah panik kalau SAME nanjaknya ga nya
Karena same bukan penggerak ihsg. N dia buat base di 500 tanda mau nanjak. Sama kaya dmmx.",Positif
"Membalas : Setelah SAME dan TBIG Ada 1 lagi yg mau jalan nih?
Smgr? Wskt?",Positif
"Membalas : Setelah SAME dan TBIG Ada 1 lagi yg mau jalan nih?
Essa?",Positif
"Setelah SAME dan TBIG
Ada 1 lagi yg mau jalan nih?",Positif
Pgas bisa rebound ga yah hu?,Positif
"Membalas : Photo
Bakal menarik ini RI keduanya. Apalagi sudah ada Korean yg masuk di EMTK.
Kalau SAME incar dana 1.3T rasio hampir pasti 2:1",Positif
RALS MAPI menarik,Positif
"BBCA di 30,000. akan jebolkah?",Positif
"Membalas : saya percayanya ci @RuiAuxilia sakti, focus..gak nebak2 index
soalnya SAME ini bandel sama IHSG kak, IHSG kemanapun SAME tetap nyantai nanjak  

Saya malah panik kalau SAME nanjaknya ga nyantai  ",Positif
BNBA mantul,Positif
"Cuan SAME SAME


Take profit? Moh ah

1.000 harga mati wkwkw",Positif
SAME ATH,Positif
Same go2,Positif
Same joss,Positif
Same ada yg lagi curi makan,Positif
"Membalas : boleh aja pak uang bapak hehe..
yaudah saya lihat nya dari sesi fa saja banyak yang sudah diskon kalau nunggu chart nya bagus berarti nunggu harga naik dulu ya ",Positif
BANK naik terus,Positif
WSKT asing net buy,Positif
DMMX -> watchlist,Positif
assa keatas 1945 yuk...,Positif
Asii go gogo,Positif
"Ayo doid, kamu pasti bisa    :rocket:",Positif
TKIM INKP dapat harga bawah  ,Positif
di pasar sebelah ath..di sini unvr barusan buat 1 year low..unvr ga ikutan jual snack sampo digital aja ?,Positif
TBIG luar biasa,Positif
Bbri di harga berapa ya om,Positif
Pwon gmn serok g nih,Positif
BAJA nya mau ARA lg  ,Positif
Arakan Beef ndar :rocket::rocket:,Positif
Buset mppa dr arb ampe ngebut,Positif
"Membalas : To know: 1. Northstar group stocks refuse to go down 2. Watch for oversold stocks moving below lower bollinger bands. No lower l
Semoga DOID juga menolak turun    ",Positif
tanya dong.. BMAS udah 3x meroket mulu kira2 aman gak ya.?,Positif
"FASE saham -> retail depresi, panik, fear dll. Fase Cyrpto -> euphoria, optimis dll... siklus bursa ini akan silih berganti.. saat ini bursa BEI ancur2 an tp nanti kebalikan bursa crypto ancur2 an... be safe guys
Ini adalah foto",Negatif
"secara pergerakan ga liar, terus ada CA juga saya ga nangkap gimana cent bisa ke suspend seperti yang bapak @RBTAN59 bilang
tapi kalau suspend pun biarkan aja ga perlu pusing dari suspend pertama, anggap aja sehari puasa",Negatif
"Membalas : Jangan Ngiler! Tahun Ini IHSG Bisa Tembus All Time High Lho https://www.cnbcindonesia.com/market/20210413154449-17-237533/jangan
Abis dibantai 2hari, keluarin ini buat pancingan ritel, besok jeblok lagi  

Sementara perbanyak cash aja kecuali scalper yg teruji  ",Negatif
"Membalas : Garuda aja disuntik pol pol an, masa ini mai dibiarin gtu aja  
Garuda disuntik pen 8.5 triliun.
Wskt butuh 90 triliun. Apbd jakarta aja 1 tahun 80 triliun.
Ga mungkin sanggup pemerintah suntuk pol2an dari apbn. Harus ada sumber dana lain, swf dsb.",Negatif
"Membalas : https://youtu.be/IFUWNOmi5SQ
Garuda aja disuntik pol pol an, masa ini mai dibiarin gtu aja  ",Negatif
"Membalas : Jadi besok TP dulu ya kak sebelum keburu pullback?  
Punya ci @RuiAuxilia kunci SAME nya dah ilang.. Ga bisa TP..   ",Negatif
hati2 yg ngincer div BJBR bantingannya cukup sakit,Negatif
BTPS arb,Negatif
"Membalas : Ingin rasanya ku CL bbkp  
lho belum di CL bro, break 500 udah tak CL wkwk
",Negatif
"Yuk hentikan sinetron hidup di realita ""no film film""",Negatif
"Membalas : panik ga panik ga panik ga panik ga?
Ingin rasanya ku CL bbkp  ",Negatif
Fear sos kemarin ga kuat buat mppa kyaknya,Negatif
"Membalas : Sangkut gede itu kan pasti karena ga mau cutloss... Good luck deh di Crypto kalau alirannya masih anti cutloss
klo crypto sama ama forex, mati sudah klo ga pake cutloss wkwkw",Negatif
"SSMS nasibmu kini, perusahaan untung gk menjamin sahamnya naik",Negatif
"Target penurunan gold di 261.8 atau di 423
Ini adalah foto",Negatif
"Membalas : Apakah BPJS berniat untuk masuk ke Krypto juga?
Bpjs risk profilenya jadi super aggresive kalo main koin2 nan",Negatif
"Update 
Ihsg 5912
Bbkp 490 sempat 482 tadi    
Ihsg how low u can go?    ",Negatif
"Membalas : Photo
Harga lagi dijatuhkan nanti dinaikin lagi tapi msh dibawah harga BPJS TK. Jadi Bandar tetap bisa ambil untung tapi BPJS TK nggak bisa keluar. Itu salah satu kemungkinan. Kondisi masing masing saham tentu dibuat acak spy nggak terlalu kelihatan apa maksudnya...   ",Negatif
"Membalas : Bris bandar culun ...    
Bandarnya keabisan duit ini pak ",Negatif
Bris bandar culun ...    ,Negatif
"Membalas : Harudnya bandar BRIS tdk beroangku tangan melihat panggungnya diambil BANK
Iya heran bris kalah sama bank, bandarnya harus berguru sama bandar bank dan arto",Negatif
Harudnya bandar BRIS tdk beroangku tangan melihat panggungnya diambil BANK ,Negatif
"Yuk doid, bisa yuk, konsisten terjun bebas nya     ",Negatif
"Membalas : tanya dong.. BMAS udah 3x meroket mulu kira2 aman gak ya.?
Kalo merasa gak aman, jual aja",Negatif
"Membalas :      ini setuju banget, cut loss is your best friend
Cutloss wajib klu saya klu down trend sekuat AVG ttp hasil minus sih 3 SD 4%
IHSG masih turunan dan konsolidasi blm beres di global market jg",Negatif
"Membalas : Photo
Skrg kok sering begini. Direksi beli saham sedikit, berita keluar harga naik sbtr tau2 dibanting.
Inkp, bbtn, bbca.",Negatif
"Membalas : UNTR kenapa tiba-tiba loncat yah ? Deg-degan nih
Memang sedang diakum asing. Tapi sekarang sedang di resis. Kalo lanjut naik ya hold. Tapi kalo besok balik arah cpt2 sell. Tunggu lagi di supportnya.",Netral
"SAME uda masuk peti, gembok sampek tahun depan.",Netral
"Membalas : Same g Ara gpp, asal tiap hri naik 5-10%
SAME simpen aja
Hahaha",Netral
"Membalas : Bisa gk hu Billy The Traders go away in may and came back in june    
Apapun bisa terjadi  
Membalas : Tembus 2000 gk ya ASSA  
Hold aja.. Lebaran kasih thr ntr  .. Klo pun turun.. Ntr gratis anterin kemana aja   ",Netral
"Membalas : sudah cukup umur, udah boleh panen  
blom ijabkabul  sdg nunggu fren nya   ",Netral
Sabar adlh kunci   CENT nya ikut jalan  ,Netral
"Membalas : Yg satu gak disebut disimpen 
Sst biarin aja jangan cepat2 naiknya kalau yg itu. Nambah muatan dulu",Netral
"Membalas : Essa?
Yg masih tenang2 aja di pinggiran. Belum bergerak banyak tp dikumpulin terus.",Netral
Wskt ditahan di 985,Netral
"Membalas : BBCA di 30,000. akan jebolkah?
Saya tunggu di 29 dan 27 hu",Netral
"Membalas : ACES, lower BB aja dihantem juga pak  
Wait until NO lower low, before entrering...

Selama masih ada lower low ya diamkan saja walaupun sudah keluar LBB",Netral
"Membalas : Photo
VCP...

Mirip seperti ADHI WSKT WIKA dll waktu mau rally panjang.

Thank you pak ",Positif
"Membalas : Lq45 nya balik lg diatas MA200.. Besok jgn di prank lg ya bosen
WOOD still looks good kah Hu..?",Positif
"Membalas : Siap pak.
Tp itu saya jgn yakin bisa salah  
Tp klo cent arahnya jelas sampai tglnya  
",Positif
"Membalas : *AGRO *BACA *BBHI *ARTO http://keuangan.kontan.co.id/news/bi-sebut-transaksi-digital-bikin-penurunan-peredaran-uang-palsu-hingga
asyikk, besok bank mini ngegas",Positif
Bbca menolak ke 2900 langsung tancap gas,Positif
Semoga besok cent ara,Positif
"Membalas : Photo
6118 tembus bisa di bilang pattern candle morning star confirm y?",Positif
BCAP ngegasss,Positif
"Membalas : REMINDER !! *MARI ABBA* 7/4/2021 *Northstar Dikabarkan Suntik Dana ke Startup Milik Erick Thohir* PT Mahaka Radio Integra Tbk
Beli ABBA krn berita ini, belinya jg dikit   klu banyak niscaya dy gk jd gerak    
Membalas : Begitu mudahnya merubah fear menjadi greed  
Tinggal request berita di CNBC    ",Positif
"Membalas : dari 118 malah https://www.tradingview.com/x/1wt6CLWE/
Hihihi iya      naiknya melesat cuma bebrapa bulan   
Tp gk ada yg sekeren ARTO n BANK sih   naik trs trsan  ",Positif
"Membalas : sudah dari februari
Iya, bener dr ABBA harga 90an skrg sdh 290, dr mulai MARI 150an skrg sdh 330  ",Positif
"Membalas : Mana emote rocketnya ?
:rocket::rocket::rocket::rocket::rocket: aaaannddd bbkp 498 +1, 98% aja   ",Positif
Bbca juara emg,Positif
"Membalas : ditopang BBCA ini, cantik banget
Yep, gapernah bohong sih kalo yg angkat satu ini... beda klo yg angkat antm dkk  ",Positif
"Membalas : BANK next BBRI ARTO NEXT BBCA
Mana emote rocketnya ?",Positif
"BANK next BBRI
ARTO NEXT BBCA",Positif
"Membalas : ditopang BBCA ini, cantik banget
betullll",Positif
"Membalas : BBCA 4%
ditopang BBCA ini, cantik banget",Positif
"arto bca balapan, rebutan posisi bank 'terbesar'
",Positif
Tlkm serok g sekarang buat inves kak,Positif
Bbca mau ara?   nafsu naiknya #kejarsetoran,Positif
"Membalas : salah satu yang menurut saya dia jelasin paling bagus itu soal support & resistant area, ibarat area itu pintu kalo di tabrakin
Hahaha iya, dia juga bagus ngejelasin dynamic support resisten pakai MA
Banyak insight dapat dari dia",Positif
"saya ada same tapi porsi kecil, buat belajar
kalau CENT apa sudah diumumkan kapan cum RI",Positif
"Seperti yang Nana bilang, ga semua saham RI, ini mmg skrg lg pegang CENT tp masi belum memutuskan akan ikut RInya atau tidak",Positif
Kyk hari ini saya punya feeling bakal 310 tp main aman Tp duluklo bener masuk lg  ,Positif
"535-540 aman.
Ini adalah foto",Positif
"Membalas : CENT ke 330. Amiiin
Saya yakin bulan ini diatas 300 klo mei bisa jd diatad 400 prediksi   bisa salah",Positif
"Membalas : CENT ke 330. Amiiin
saya amini juga      ",Positif
"Membalas : Aminkan  
CENT ke 330. Amiiin",Positif
"     

ini jg mulai fokus di same  , dan yes, regardless invest or trading, selalu pantau big trendnya  ",Positif
BANK THE NEXT BBRI,Positif
"Membalas : gpp om yg penting udah break atap nya. cent masih ada potensi
Klo prediksi sih kuat bgt bkl keatas 300  ",Positif
Bank the next bbri,Positif
"Membalas : Feeling sih hr iniijo tipis  
gpp om yg penting udah break atap nya. cent masih ada potensi",Positif
Ini Bank kok naik2 kepuncak terus yaa,Positif
"Membalas : Aho mudah2an cent bisa close di atas 315 om. klo bisa bakal lanjut lagi
Klo tembus cent udah kisaran diatas 300 jd  suport br ",Positif
"Membalas : Ia mudah2 an udah dekat senin 12 april amin  
Aho mudah2an cent bisa close di atas 315 om. klo bisa bakal lanjut :rocket::rocket: lagi",Positif
"Membalas : BMAS ada story apa ya om? Kok nanjak terus beberapa hari terakhir? Ada isu merger n akuisisi?
Bmas mau dicaplok K bank nambah porsi dr 10% ke 40%",Positif
"Membalas : Cent nunggu dibawah lg ya  ..
270 moga dijemput lagi  ",Positif
"Membalas : Photo
BMAS ada story apa ya om? Kok nanjak terus beberapa hari terakhir? Ada isu merger n akuisisi?",Positif
ERAA ok    ,Positif
"Membalas : iya saya tipenya all in, sisa dana cash paling cuma 15% Loss terbesar saya waktu itu 18% di bulan Desember di PPRO, karena kepe
Belajar dari kesalahan ya, kak. 
saya juga CL SAME, lalu sekarang udah cuan kotos2, meskipun belinya nggak banyak  ",Positif
Eraa :rocket::rocket:,Positif
Bank naim terus auto pilot supirnya,Positif
"Skrg gk punya CENT lg. Tinggal ASSA aja  , aamiin semoga ijo royo2 smua portonya  ",Positif
"Membalas : Amin gak cent lg 
ASSA aja skrg ko   kemarin sdh jual bersih saya  ",Positif
"Saran saya cuma satu sih, rajin2lah CL .... saya so far dari Agustus tahun lalu start sampai sekarang modal malah bertumbuh lumayan ....   ",Positif
"Membalas : ini mah mending. gw main dr november skrg aja masih bingung cara balikkin modal awal. cuan mah gw bdo sih udah ilang semua ngga
sebaiknya jgn terlalu fokus ke balikin modal awal, resikonya bs revenge trade, lebih nekat.

Ini saya masih minus 30% sejak saya awal mulai trading dari 2019. Skrg akhirnya mulai bs fokus gmn bs bangun porto dan profit scara konsisten",Positif
MLPL tarik sis semongko,Positif
"Membalas : CENT tembus 300 ga ya hari ini
Udah tp pak  ",Positif
"MPPA MLPL HAKA !!!!
Ini adalah foto",Positif
Yuk MPPA sebelum nabrak atas  ,Positif
"mari kita tunggu   

yang haka di 298 banyak ....
Ini adalah foto",Positif
"Membalas : CENT tembus 300 ga ya hari ini
Sudah sempat di 302 pak",Positif
CENT tembus 300 ga ya hari ini,Positif
"Membalas : Photo
haka !
big akum kemarin ERAA kemairn.....",Positif
"ERAA rata2 net buy.
Ini adalah foto",Positif
"kondisi bank rata2 hanya 2% an tahun ini, jadi kalo ada yg bagi lebih berarti kinerja perusahaan ok walau pandemi.",Positif
"Setiap harinya, mppa selalu membuat kesenangan pribadi",Positif
ABBA MARI HAKA,Positif
Mppa  ,Positif
"Membalas : Iya mending dividen normal
bjbr emg sgitu kisarannya biasa..yg ideal bagi staon 4x sih...",Positif
"DMAS  jual LQ nya cakep, deviden bisa smp 10%. cicil....",Positif
"BJBR deviden hri ini,  6%an dri hrg skrg. lumayan lah.",Positif
Aowkk bbri naik kirain sekarang turun lagi hadeuh padahal mau avg,Positif
Yg angkat indeks lgsg bbca & bbri. Kyknya rebound hari ini  ,Positif
Asii sekarang sentuh ma200 monthly smoga kuat y,Positif
"Membalas : Kata tmn2 ihsg naik turun itu permainan psikologi, siapa yg bikin naik turun? Apakah murni dr market?
Bbca bbri dan big cap lainnya yg bikin naik turun. Siapa yg naik turunkan big cap? Asing.",Positif
Semalem ada yg posting #SAME Highest di 600an. Kl di TV di 500an. Kl yahoo fin memang 600an.,Positif
"Membalas : kalo ga ada celah ya mmg ga bisa dimasuki Pak   
Pasti adalah momen pasti akan selalu ada pak , kemarin udh balik ke 515 ga ambil karna ga ada cash ",Positif
Lg galau di shake market sana sini  ,Negatif
"Ada guyuran hari ini ... Perlu hati hati mana tahu Bandar sudah main belakang mindahin barang. Semoga tetap uptrend...
Ini adalah foto
",Negatif
"Membalas : Dampaknya ke ihsg biasanya apa ko kalau data inflasi mereka jelek
Terbalik pak.. Saat ini market pngn inflasi nya ga terlalu tinggi.. Dlu mereka pngn inflasi.. Klo ngikutin apa mau nya wallstreet ya bakal terombang ambing.. Emg narasi yg sengaja dibuat media.. Makanya ikuti trade plan Aj..
",Negatif
"Membalas : Its just a cycle pak, masa lupa gimana indeks waktu running november-januari
Cuan nov-januari hilang cuma karna maret april hiks",Negatif
"Membalas : tar malem kencengin doa nya IHSG tiba2 +5% wkwkw biar bull ampe lebaran kasih THR dan semua berkah
hutang 3% lagi ya hu Bil..  ",Negatif
"Membalas : Kalo besok merah gmn?  
kluarin lg news ritel indo pada kabur ke market sebelah   ",Negatif
Menurut pemahaman dari para line reader hampir bpk... kalo bsok ijo jumat ati2 banget karena bisa candle drop star,Negatif
"Membalas : Berat klo dibawah 282 hr ini 
iyah owe jg udah keluar dulu di 290 pindah duduk ke gerbong mppa   ",Negatif
"Awas BANK bandarnya lgi ugal""an..jamgan sampe nasibnya sama kaya BNBA yg di ARB berjilid""",Negatif
"Membalas : Ini Bank kok naik2 kepuncak terus yaa
Kalo suspend lagi. Panjang",Negatif
"Membalas : Cent nunggu dibawah lg ya  ..
Iya    ",Negatif
"Membalas : ini mah mending. gw main dr november skrg aja masih bingung cara balikkin modal awal. cuan mah gw bdo sih udah ilang semua ngga
Jangan di kejar. ruwet nanti. di bawa enjoy ama pasrah aja ",Negatif
"Membalas : MPPA itu bisnis penyesalan (menyesal kenapa waktu itu CL hihi)
   ",Negatif
MPPA itu bisnis penyesalan (menyesal kenapa waktu itu CL hihi),Negatif
"Membalas : BJBR deviden hri ini, 6%an dri hrg skrg. lumayan lah.
thn lalu div gede besok dibanting 2x arb",Negatif
"Membalas : Bbca bbri dan big cap lainnya yg bikin naik turun. Siapa yg naik turunkan big cap? Asing.
Selain asing net sell, juga mempengaruhi psikologis bandar dan retail utk ikut SELL... Jadi makin dalam",Negatif
"Membalas : aku aja ngerasa.. menjadi trader sekaligus investor itu setengah mati susahnya.. sdh tau kalo ICBP, BBCA dan ASII tuh scr PBV s
naiknya susah, turunnya bablas",Negatif
"Membalas : Di fase manakah Anda hari ini? Saya baca kemarin beberapa mulai nulis yg senada dg:  maybe the markets just aren t for me... 
capitulation - depression  ",Negatif
"Membalas : same insight target long runnya di berapa ce ?
sampai jebol MA50 saya baru buka gembok kak",Netral
Yg bagus utk d hold BJTM sama DMAS. sama menyambut lebaran saham konsumer good.,Netral
"Membalas : oiya, apakah tdk ada yg mantau SRTG? ada news kalo mau buyback juga dan mau SS.. kayaknya menarik.. *disclaimer on
Menarik tpi lotnya rebutan",Positif
"oiya, apakah tdk ada yg mantau SRTG? 
ada news kalo mau buyback juga dan mau SS.. 
kayaknya menarik..
*disclaimer on",Positif
"Membalas : Krena mbak2 lbih galak klo di galakin   
haha.. iya juga sih   
tp ikut senang hari ini pd banyak yg yiha2.. 
meski aku gak sabaran ama mdka pdhal sdh yakin kalo bakal rebound.. tp ini pengalaman berharga sama analisa pribadi.. sdh senang dpt cuan dr 2 emiten pengganti..",Positif
"Membalas : RALS.. ternyata ga bikin sideway langsung di hajar keatas  
mau buyback",Positif
"Membalas : yuk saya temenin antri waktu koreksi nanti kak      Rheumasonnya mana rheumasonnya?
saya TP bertahap sampai 340   sisa cuan aja di porto.. nunggu dikasih koreksi.. 
tp kmaren tp assa di 2100 eh msh kabur   
tp dah mayan deh, CL di INCO diganti assa dan cent   ",Positif
"Membalas : bersyukur blom pernah kena penyakit ini krn cent sdh dianalisa sama koh Aho... sdh tebel keyakinan nya
Mantep srkrg kits incer 370 380 dulu tp bikin base baru masuk yg terljr masuk sabar aja  ",Positif
bersyukur blom pernah kena penyakit ini krn cent sdh dianalisa sama koh Aho... sdh tebel keyakinan nya ,Positif
"#CENT. Sdh breakout 302. Beberapa stasiun yg bs dijadikan target.
Ini adalah foto",Positif
"Membalas : Cent blim ada info ha lapan RI
Sudah ada kak, silakan di cek di IDX",Positif
Cent blim ada info ha lapan RI,Positif
Kayak poll taun2 lalu. Networth tau2 berapa triliun   ,Positif
"Membalas : ini realita pergerakan hargasaham 
Kaya MPPA ,  harga tetap naik kenceng ya Om    ",Positif
"Saya CL PGAS dan masuk ICBP semoga keputusan yang tepat
",Positif
"Membalas : Uda dkt2 banget sama ATH
Eraa mantap hari ini",Positif
"hari ini Fren jd pendonor ihsg   
312b",Positif
"Membalas : Kalo bgt perlu melihat kembali tujuan buyback saham oleh emiten, contohnya SIDO thn 2015 buyback karena harga saham pada saat it
Mulai akhir Jan kemarin SIDO menjual kembali saham hasil buybacknya yg disimpan sbg  saham treasury krn sudah expired ",Positif
"Membalas : Iya mas, ga ada yg nyanggah polanya mas kan. Saya cmn bilang bisa bikin SSP.
kalo masih fase 1 jangan terlalu dipusingkan pak baik itu htf atau ssp, kalau udah lewat fase 2 baru bagus untuk di pantengin *salah satu saran biar ga fomo karna suatu pola seperti HTF/SSP",Positif
