,Pesan,Status
541,WSKT udah avg down bbrp kali smpe 30% dr total porto...biasanya 1saham 10% dr porsi total...skrg minus 17%     ancur2an wskt...,Negatif
542,"Membalas : Sy -30% . Mau CL gimana, gak CL serasa di iris   
Samaaaa   tar kuat turun sampe brp ni wskt...baru benerin porto, untung dr awal ga prnh average down",Negatif
543,"Membalas : PTBA dividen sekitar 72.45 perak Dividen payout ratio 35% Yield sekitar 2.7% maish belum fix yah
Pantesan merah lumayan",Negatif
544,BBRI cum date dividen hari ini tapi malah dibuang ya  ,Negatif
545,"DPR PTBA tahun ini ternyata anjlok jadi hanya 35%, dividennya hanya sekitar Rp 72/lembar dan itu berarti dividen yieldnya hanya sekitar 2,7%.  

Mungkin bandar udah tau info ini jauh lebih dulu yaa, makanya dia distribusi terus.  
Ini adalah foto",Negatif
546,"Membalas : PTBA pun digebuki?
kecil dividendnya menurut rumor",Negatif
547,PTBA pun digebuki?,Negatif
548,buset ptba nya dibuang2 divnya jelek paling,Negatif
549,"FILM dibuka hampir ARA, tetapi sekarang menuju ARB  begitulah nasibnya kalo ada si VVIP tukang guyur  ",Negatif
550,"buat yg punya WSKT hati"". konstruksi BUMN yg paling ancur. rugi 7T itu benar adanya. di lapangan byk proyek yg mangkrak dan gaji pernah telat 2 minggu #infolapangan",Negatif
551,WIKA yang terlihat strong kemarin ikut kebantai hari ini. Gapunya barang di konstruksi sih tp tega bgt ini bandarnya guyur   semoga yg didalem diberikan kesabaran,Negatif
552,pindahkan ptpp sm wskt ke bursa crypto aja    ,Negatif
553,"Membalas : Cent ga jebol"" 300 ya om
Sdh saatnya turun dulu, kemarin2 dikasih naik trs tiap hr, skrg dy lg istirahat dulu  ",Negatif
554,PTPP WSKT masuk kubur,Negatif
555,PTPP WSKT masuk kandang,Negatif
556,"Membalas : Sedih bgt liat wskt   
Ga kuat naik dh -24% sy  ",Negatif
557,Sedih bgt liat wskt   ,Negatif
558,"Kan sdh sy warning film kmarin hti2 blm ad distribusi situ yg nafsuan salah sndri jgn salahkan pom2.lg ya...tu bakal di arb 50% dr harga high..

Klo ga tau cra masuk dan keluar ga ush ikt2 deh nnt dah nyangkut bru sibuk..

Klo saya si sambil ngopi sambil nonton dan nunggu bgitu ihsg stabil fil kembali ke angka 300an.. /250 baru sy pertimbangkan",Negatif
559,apakah wskt arb lagi?,Negatif
560,Film dibanting,Negatif
561,BBRI confirm dotop?,Negatif
562,BBRI buangan belum selesai,Negatif
563,"Membalas : Iya. Gocekan bandar ihsg bkin mules. trading di koin enak. Murni TA. Bru 30 mnt cuan 20% di koin
Banyak yg bilang gocekan bandar. Padahal bandar ga gocek apa2. Kemaren2 turun murni karena bandar withdraw fund buat taro di koin  ",Negatif
564,"Membalas : Tins aman gk ya di hold avg 1740
Aman bisa 2000 hold aj
",Netral
565,"Membalas : Semoga besok tercapai dan lekas balik atas pak 
ga usa buru2..tutup aja smua gap dlo sampai yg plg bawah     duit iseng2 taro koin dlo.. 
",Netral
566,Tins aman gk ya di hold avg 1740,Netral
567,"Membalas : Kelamaan pindah ke yg laen aj bsde udh mulai akum
Saya nunggi bsde",Netral
568,"Membalas : Cent gmama cent
Biarkan dy konsolidasi dulu menuju 260   baru ngegas lg  ",Netral
569,"Membalas : BJBR -3,6%, BJTM -9,1%, DMAS -5,6%, ESSA -4,1%, HMSP -9,2%, JSMR -8,6%, SSIA -10,4%, TINS -22%, UNVR -12,4% apakah saham yg say
BJBR BJTM menurut sya layak d hold, bentar lagi juga RUPS semoga ada kabar baik. Tetap semangat   semoga segera membaik porto nya.",Netral
570,"Membalas : BJBR -3,6%, BJTM -9,1%, DMAS -5,6%, ESSA -4,1%, HMSP -9,2%, JSMR -8,6%, SSIA -10,4%, TINS -22%, UNVR -12,4% apakah saham yg say
Layak hold mnrt saya, sptinya saham dividen yg di porto.",Netral
571,"Membalas : Minusnya rata2 berapa%?
BJBR -3,6%, BJTM -9,1%, DMAS -5,6%, ESSA -4,1%, HMSP -9,2%, JSMR -8,6%, SSIA -10,4%, TINS -22%, UNVR -12,4%

apakah saham yg saya punya layak untuk di hold? Lalu solusi terbaik bagaimana ya pak? ",Netral
572,"Membalas : @RuiAuxilia @hmasori Billy GMN viewnya ? right issue kedua akusissi RS EMC dan RS lainnya
Saya masi hold sih kl SAME kak ... memang menunggu ini .... ternyata sudah keluar ya beritanya, thank you sharingnya       ",Netral
573,"Membalas : Tins gmna y
Baik baik saja Pak. Sabar dikit lah logam logam an ini nunggu timing aja. Entah sore, entah besok, entah minggu depan. Buat trading masih bisa lah cuannya beli gorengan. Menurut saya loh ya. Keputusan buy or hold di jempol masing masing  ",Netral
574,"Membalas : Ga masuk akal itu Bank Net, ipo harga 135
Next TCPI itu bisa dibawa 8000an :ghost: ",Positif
575,Ada yang bilang ZBRA back dor listing? Gimna prospeknya?,Positif
576,"Membalas : Klo yg Ara itu hati2 main jorok pasti ujung2nya Arb ini cent sekali pun blm pernh Ara msin nya slow tp pasti
Hahaha betul pak justru yang ARA tanpa koreksi itu bahaya ",Positif
577,"Membalas : Masa ihsg merah ini ijo, semoga kalo indeks ijo ini masih tebel ijo
Justru itu makin tebel ijonya cent       
Semoga kyk arto 4x.lipat ",Positif
578,"Membalas : Hajar terus bursa klo sinyal bilg untung  
Masa ihsg merah ini ijo, semoga kalo indeks ijo ini masih tebel ijo ",Positif
579,Bank hebaty,Positif
580,"Membalas : CENT perjalanan masih panjang, TP terus masuk lagi juga bisa jadi strategi valid. Saya tadi TP sebagian di 290 dan mungkin besok
    mantul pak benhan memang si CENT ini saya buat jangka menengah  dari kemaren tektokan disitu aja saya tutup porto ijo merah"" merah , tapi masih cuan",Positif
581,"Membalas : Saya lepas kalo jebol situ pak eh ternyata di tarik balik , dari minus jadi ijo lagi, tapi untungnya di buat nutupin saham la
CENT perjalanan masih panjang, TP terus masuk lagi juga bisa jadi strategi valid. Saya tadi TP sebagian di 290 dan mungkin besok masuk lagi kalau pullback",Positif
582,"Membalas : Hahaha pak faliq juga ikutan , cent penyelamat porto 
Bener pembalikan dari rugi jd untung ",Positif
583,"Membalas : Ayuk tak temenin, meskipun avg bawah tapi diayun2 sedep juga ya
Hahaha pak faliq juga ikutan , cent penyelamat porto ",Positif
584,"Membalas : Sama , swing aku om target masih jauh, sambil nunggu corporate action cent
Ayuk tak temenin, meskipun avg bawah tapi diayun2 sedep juga ya  ",Positif
585,"Membalas : Ijo atau merah om , CENT ku masih ijo nih 
Ijo tunggu besok lebh ijo lg  ",Positif
586,"Ijo atau merah om , CENT ku masih ijo nih ",Positif
587,"Mantap banget nih Vibration Law-nya Mas @JuthaBram  
Membalas : Photo
Saudaranya ASSA panen besar hari ini. Besok giliran ESSA?",Positif
588,"Membalas : pantesan buy wmuu di harga terakhir sblum penutupan, td ga ada yg nyambar
Brati mau naik tu om, biasanya lho ya..., saya gak amati soalnya. Tapi kalo langsung sketika bunyi clangg dan masuk, sudah dipastikan besok turun hihi",Positif
589,Pyfa mulai naik di penutupan sesi,Positif
590,MARI sepertinya mau menembuss ath nyaa,Positif
591,"Membalas : Berarti (semoga) balik ke pola symmetrical triangles #target 9 april break 6231 ihsg
Smoga april bullish pak ",Positif
592,"Membalas : iya pak betul, sejauh ini sih CL terus  
padahal di CENT bisa cuan terus kalau entrynya bener pak",Positif
593,":rocket::rocket::rocket::rocket::rocket::rocket::rocket: Adhi, wege, dll cekidot",Positif
594,"PYFA mulai dipantau
",Positif
595,"Abba sdh ara 
Apakah MARI menyusul pak?",Positif
596,ABBA kenapa ya bisa terbang,Positif
597,"Membalas : BCAP kanan kiri EP
biasa ep akum, ntar tau2 ARA or ARB biasanya gitu, tp seringnya terbang sih",Positif
598,"Membalas : BCAP kanan kiri EP
BCAP lagi di akum, siap' terbang",Positif
599,Masih mending PTBA dong dividennya,Positif
600,"ITMG dividen per lembar Rp.411, dividen interim Rp.307 sisanya dibagikan Rp.104

Cum : 15Apr
ExDate : 16Apr",Positif
601,Wskt boleh mulai serok y?,Positif
602,"Membalas : Hallo, klo ADHI gimana ya bang pencerahannya
500 bru serok
",Positif
603,"Membalas : Gpp klo nurut says selama masih dibawa 300 mash aman pak kecuali jeblok
   ntar dah deket cumdate jd 600 an 
kan spt makin jelas om Patrick msh sdg proses akum yg dr public...  ",Positif
604,"deviden bjbr 95,74,, yield 6,1% dari harga skrg,, naik dari taun kemaren,
Ini adalah foto
",Positif
605,"Bbni mulai lmyn tinggi, bmri smga selanjutnya",Positif
606,"Membalas : @wealth88 pak, akhirnya DMMXnya membuahkan hasil :) party doong
Saya jual di 430 makanya dia terbang pak    pegang cash 100% sekarang",Positif
607,Assa udah tp  ,Positif
608,Pyfa dilirik,Positif
609,dmmx d lirik  ,Positif
610,PYFA menarik,Positif
611,ath assa  ,Positif
612,mina sebelum ara,Positif
613,Welcome assa 2000,Positif
614,Assa dikit lg 2000,Positif
615,mina mau ara,Positif
616,waah klo gitu berarti bisa dimasukkan daftar nih WIKA.. tunggu candle ijo dulu laah .. ini konstruksi masih menyeramkan soalnya  ,Positif
617,"BBRI malah kuat sekali, padahal ex cum ya",Positif
618,Wskt ijo yukkkk,Positif
619,Wskt ayo araaaaa,Positif
620,Serok wsbp lumayan,Positif
621,"Membalas : Eh ga boleh bully IHSG terus , semoga semsta mendukung hari ini IHSG rebound keceng
semoga bbri mendukung   ",Positif
622,"Akra ath nya masih jauh ternyata
Ini adalah foto
",Positif
623,Ga sekalian nyalahin miss EM yang bilang Agro Agro Agro tapi turun  ,Negatif
624,"Membalas : 2-3 ARB lagi lah ya https://www.tradingview.com/x/Ee9c4u2Y/
10 kali arb baru dapet uma,trus akhir maret ada transaksi nambah 9 hari lagi arbnya ",Negatif
625,"Membalas : Amit2. 13x ARB tanpa UMA  
Jelas beda  BNBA ARA juga tanpa konsolidasi , bahaya ",Negatif
626,"Membalas : Iyak pak asal jngan kayak BNBA  , setalh naik pesat dihajar  
Amit2. 13x ARB tanpa UMA  ",Negatif
627,BNBA arb 13x,Negatif
628,"Membalas : Semoga kyk arto 4x.lipat 
Iyak pak asal jngan kayak BNBA  , setalh naik pesat dihajar  ",Negatif
629,Same di haki terus ya bund MS duitnya di bid ga abis2  ,Negatif
630,apakah WSKT pulang ke 3 digit?,Negatif
631,Film mau arb pada take propit,Negatif
632,Sayonara MPPA  ,Negatif
633,udah tidur dong wskt.. ,Negatif
634,WSKT langsung arb,Negatif
635,"Membalas : Yaa itu yg benar pak, saya masih FOMO
Gpp klo nurut says selama masih dibawa 300 mash aman pak kecuali jeblok
Yg ikut saya mau jual rugi saya bilg klo saya hold tergtg keyakinan kita  
",Netral
636,ESSA biarin aja ga usah digangguin... ,Netral
637,"Kayanya Pnbs bisa jd wl yaa ga sih.. 
masih murah bgt ga sih buat banking",Positif
638,"Membalas : Hari ini 22persen pak  , kurang ngegas yaaa
Coba cek mppa dri awal mulai hijau mbak, skrng udh tinggi bgt 
Yaa sama  udh tinggi sh, tinggal lppf nya yg blm naik bnyak diantara lippo group ",Positif
639,"Membalas : Iya kak beli same jg... Sayang blm sempet nambah lot uda terbang kak... Uda keburu TP td...
Bagus, gapapa yang penting sudah cuan kak     

Ga nyesel saya jadi salesnya   ",Positif
640,"Membalas : Waaaah jadi kepengen swikeee .....      ... di Bali sini ga ada huhuhuhu @Viretz beli SAME juga kah?
Iya kak beli same jg... Sayang blm sempet nambah lot uda terbang kak... Uda keburu TP td...",Positif
641,"Membalas : sy sdh pantau slalu beriringan dgn mlpl jg gerak hrg nya   
Nah iya bener memang geraknya selalu barengan sama MLPL   sprt VIVA dan MDIA, sprt MARI n ABBA selalu barengan naik turunnya  ",Positif
642,"krn sangat jelas piutang temasek usd300jt kalo di konversi ke lembar saham nilai nya 1800/lembar
Membalas : MPPA sy baru masuk tadi   iseng iseng langsung naik  
sy sdh pantau slalu beriringan dgn mlpl jg gerak hrg nya   ",Positif
643,"Membalas : Photo
MPPA sy baru masuk tadi   iseng iseng langsung naik  ",Positif
644,ternyata mppa mau ri sdh curi start di kerek    ,Positif
645,Wiim prediksi suhu2 msh bisa tembus 1000? Syaang nya sy sdh tp 940  ,Positif
646,"Membalas : Photo
Kalo bwat inpest pilih TLKM om,  hihihi",Positif
647,"Tanya aja om apakah ISAT bisa 9.900 
Ini adalah foto",Positif
648,"@JuthaBram terimakasih insightnya untuk timing masuk marketnya pak, sangat tepat ini ... beneran dah saya pengen belajar soal timecycle, mohon bimbingannya selalu      

SAME SAME NA HEY HEY HAKA HAKA HEY HEYY!!!     

:rocket::rocket::rocket::rocket::rocket::rocket::rocket::rocket: roketnya kakaaaa  ",Positif
649,"Membalas : arto marcapnya bukannya gede ya hu?
Iya om.. Jd ya bisa gerakin ihsg meski blm se signifikan BCA, bri",Positif
650,arto marcapnya bukannya gede ya hu?,Positif
651,"Membalas : Bank mini yang ngangkat index ya?..
BBCA",Positif
652,"Mantab SAME, sesuai kata pakdhe otw 1000",Positif
653,"SAME pak @hmasori mantap, makasih insightnya pak   , sabar menunggu ke 1000",Positif
654,"BBKP seminggu diakum YU gede banget, semua broker ritel udah di kanan, tinggal tunggu waktu wuss..:rocket::rocket::rocket:
Ini adalah foto",Positif
655,"Membalas : Arakan BBKP hyung :rocket::rocket::rocket:
Naik ga sampai 1% mau ARA?  
",Positif
656,"Membalas : Saya posting ini di grup saya, kalau salah maafkan. Krn prediksi blm tentu bener: ALL, Attention Please. Penurunan indeks sek
Semoga besok beneran Banking dinaikin. Pelan gpp, yg penting naikin indeks, agar cuaca bagus dan sesuai sama view ini...
Amiin ",Positif
657,"Luar biasa ya SAME, baru juga berita right issue kemarin, langsung terbang aja",Positif
658,"Membalas : yoook yoook sobat bbkp, berkumpul
Arakan BBKP hyung :rocket::rocket::rocket:",Positif
659,"Membalas : BBKP tanam bibit ga ya
yoook yoook sobat bbkp, berkumpul",Positif
660,BBKP tanam bibit ga ya,Positif
661,same naeknya pake vol g ada obat,Positif
662,Waaah same ATH mudahan jam 15 break  ,Positif
663,xl diem2 naik trus,Positif
664,"Same 500! WOW!
",Positif
665,Same TP done 500 . Thx lord,Positif
666,"Membalas : same ga jd ath. cape. mo istirahat
Mantul serok bawah ",Positif
667,"Aaaraaa kan ndar! Panic buy!? :rocket::rocket::rocket:
Ihsg 6029 andd
Bbkp?....Still 510 515  ",Positif
668,SAME gada obattttt mau break ATH :rocket::rocket::rocket::rocket::rocket::rocket:,Positif
669,Yeauyy finally menyusul dmmx si samee,Positif
670,luar biasa sekali SAME hari ini,Positif
671,BKSW :rocket:,Positif
672,same yuk 500.. cincai2 lah,Positif
673,MPPA 500 yuk  ,Positif
674,same yuk balek 500 lgi,Positif
675,"Membalas : ara gak nih RAJA ?
Arakan ndarrr mlpl sama raja nya  ",Positif
676,"Membalas : MLPL RAJA SAME HRUM HAKA
Joss gandoss",Positif
677,ara gak nih RAJA ?,Positif
678,"Membalas : MLPL RAJA SAME HRUM HAKA
Jossssss",Positif
679,Bank Mini kembali ngegas,Positif
680,"Membalas : Masuk lg td ko 280 pas RF beli CENT saya ikut masuk lg  
Mantp mudah2an tutup ijo",Positif
681,Masuk lg td ko 280 pas RF beli CENT saya ikut masuk lg  ,Positif
682,BNBA nya perlahan tp naik naik ke puncak gunung  ,Positif
683,ARAkan BNBA,Positif
684,PYFA MULAI  ,Positif
685,BNBA ngegas,Positif
686,"SAME epic comeback? @RuiAuxilia @hmasori   siap siap panic buy, seperti nya nih buat modal besok 8 april pak @JuthaBram",Positif
687,Mapi bru jalan tuh,Positif
688,Arakan MCOR,Positif
689,MCOR ngegas,Positif
690,"Antm terbang, pasti ads berita bagus",Positif
691,mantap same.. kmrn ud avd  ,Positif
692,Same yihaa,Positif
693,"Membalas : Yes LPPF iHnS makasih pakde
target 3000 baru tp pak",Positif
694,"Membalas : Babp ara
edan, perasaan tadi 73, uda wush2",Positif
695,Babp ara,Positif
696,LPPF ATH yuk.  ,Positif
697,"Membalas : LPPF break 1530 ke 1780 cuzz 3000.
tp di 3000",Positif
698,"Membalas : Same ATH yuk   
yuk",Positif
699,"Same ATH yuk   
",Positif
700,"Membalas : Terus jangan nyesal kalau hari ini naik... wajar transaksinya gede dan bandar borong lagi. Relakan saja
Haha iya pak , beli bnba juga iseng aja , dapet profit dari pasar sebelah dan ternyata hasilnya boom , bandarnya memang ngeri  ",Positif
701,Same ud selesai konsol nya ya siap terbang nih,Positif
702,:rocket:nih buat SAME,Positif
703,"wih WIIM smoga bs bagger, enak nih angkatnya kalau all time high",Positif
704,Raja haka,Positif
705,"Membalas : Wiim?
Eh break juga...",Positif
706,BBHI ARA,Positif
707,Lppf pak @JuthaBram ciaamiikkk   gilaaaa,Positif
708,Tembus pola iHnS nih LPPF,Positif
709,"Membalas : Yg rame itu lppf kalau break 1500   
tembus  
",Positif
710,Btw dmmx tembus 496 ,Positif
711,"Membalas : Yg rame itu lppf kalau break 1500   
Terus ke 2500 ya hu ",Positif
712,"Membalas : Yg rame itu lppf kalau break 1500   
hit 1500 hu bil",Positif
713,Yg rame itu lppf kalau break 1500   ,Positif
714,BNBA ARA,Positif
715,"Membalas : ihsg kumat lg merah darah  
   
Membalas : ada yg tau bank kenapa? tiba2 meledak
Hr ini BANK RUPS",Positif
716,"Membalas : ada yg tau bank kenapa? tiba2 meledak
karna ada yang ngebid di harga itu    ",Positif
717,ada yg tau bank kenapa? tiba2 meledak,Positif
718,"Membalas : BACA ngegas
Otw bulan :poodle:",Positif
719,BACA ngegas,Positif
720,BNBA nya ngegas   di mainkan MG  ,Positif
721,BNBA bangun dari kuburan,Positif
722,"Membalas : *elus"" SAME dalam gembok... sabar.. sabarr...
Hahahah tos pak...sednag mrnunggu sampe menuju 500 menyusul dmmx  ",Positif
723,BBHI ARA,Positif
724,"BWPT nya jgn lupa di HAKA om, harga CPO hijau terus  ",Positif
725,"Membalas : Issp terbamg
Akhirnya jebol 220 ya pak",Positif
726,BBHI bntr lagi ARA,Positif
727,Issp terbamg,Positif
728,Dmmx to the moon   @JA168,Positif
729,Amar :rocket::rocket:,Positif
730,"Yang agro yang agro , harga sekarang 1055 feeling otw ke 1035 yang agro yang agro
Ini adalah foto",Positif
731,"Membalas : Dari pda BNBA mending BNB aja 
Wushhh :rocket:",Positif
732,"Mau tanya sedikit pak @hmasori dengan kondisi arb 7% saat ini, apakah bisa dipastikan si 161 sudah pasti membentuk pola HTF karena kalaupun ARB 2 hari ini ga nyentuh dibawah titik breakoutnya?",Negatif
733,"Membalas : Amin pak disebelah ada dgn enteng tampilin chart trus koment gak perlu ilmu macem2 untuk tau bakal ke 190 seolah2 paling ngerti
Waduh pesimis banget , ya memang kita ga tau kedepannya akan seperti apa, toh kalo memmg bkal turun kan tinggal gimna kita atur trading plan nya, Plan your Trade and Trade you Plan ",Negatif
734,"Membalas : Photo
BWPT susah banget buat ke 200 apalagi 400  ",Negatif
735,Analisisnya hu buat bbtn...apakah masi melanjutkan penurunanya,Negatif
736,BBRI kok gak naik2 ,Negatif
737,"Tins msih merah, ngikut antm sma inco tuh",Negatif
738,"Membalas : Babp ara
Gk jd ARA  ",Negatif
739,"Membalas : Ada temen yg suka fengshui, main saham loss saja, kmd ganti sekuritas akhirnya cuan terus. Ngakak juga
Bisa jadi klu pakai bca loss terus karena nga ada SL
 ",Negatif
740,WSKT  3 tik lagi ARB,Negatif
741,"Membalas : Dmmx pak  
Dmmx sekarang 515, saya jual di 430 = rugi 20,5% aammsiioong",Negatif
742,"Membalas : 2-3 ARB lagi lah ya https://www.tradingview.com/x/Ee9c4u2Y/
10 kali arb baru dapet uma,trus akhir maret ada transaksi nambah 9 hari lagi arbnya ",Negatif
743,"Membalas : sy sdh pantau slalu beriringan dgn mlpl jg gerak hrg nya   
Bner bgt nih pak, mlpl yg blm trlalu ngegas 
",Netral
744,WMUU kalau buat di simpan sampe lebaran kira kira bagaimana,Netral
745,"Membalas : Keren ci bisa terus percaya dengan SAME
   seperti Kak @Akaruiii bilang, mantranya 'kesabaran adalah koentji' kak ... selama masi masuk dalam trading plan, ya hold saja, cari celah buat nambah muatan  ",Netral
