,Normal,Status,token
532,aduh harap kondisi cepat pulih tp worst case butuh balikin mod nasib dunia join masuk dunia dingin milik minus investasi jangka minus pikir cl investasi jangka khawatir,Negatif,"['aduh', 'harap', 'kondisi', 'cepat', 'pulih', 'tp', 'worst', 'case', 'butuh', 'balikin', 'mod', 'nasib', 'dunia', 'join', 'masuk', 'dunia', 'dingin', 'milik', 'minus', 'investasi', 'jangka', 'minus', 'pikir', 'cl', 'investasi', 'jangka', 'khawatir']"
533,lapkeu jelek hati lapkeu jelek turun,Negatif,"['lapkeu', 'jelek', 'hati', 'lapkeu', 'jelek', 'turun']"
534,trading beli pucuk jual boncosnya invest fundamental hancur,Negatif,"['trading', 'beli', 'pucuk', 'jual', 'boncosnya', 'invest', 'fundamental', 'hancur']"
535,lha tp realisasi swf jelek out alas analisa fundamental alir kaca spion suka kalah angka lapor bagus langit,Negatif,"['lha', 'tp', 'realisasi', 'swf', 'jelek', 'out', 'alas', 'analisa', 'fundamental', 'alir', 'kaca', 'spion', 'suka', 'kalah', 'angka', 'lapor', 'bagus', 'langit']"
536,tp wkr lapkeu salah akuntan audit usaha amburadul parah,Negatif,"['tp', 'wkr', 'lapkeu', 'salah', 'akuntan', 'audit', 'usaha', 'amburadul', 'parah']"
537,average down kali total porto porsi total minus hancur makan swf,Negatif,"['average', 'down', 'kali', 'total', 'porto', 'porsi', 'total', 'minus', 'hancur', 'makan', 'swf']"
538,average down kali total porto porsi total minus hancur,Negatif,"['average', 'down', 'kali', 'total', 'porto', 'porsi', 'total', 'minus', 'hancur']"
539,cl cl asa iris kuat turun ni porto untung average down,Negatif,"['cl', 'cl', 'asa', 'iris', 'kuat', 'turun', 'ni', 'porto', 'untung', 'average', 'down']"
540,dividen perak dividen payout ratio yield fix merah lumayan,Negatif,"['dividen', 'perak', 'dividen', 'payout', 'ratio', 'yield', 'fix', 'merah', 'lumayan']"
541,cum date dividen buang,Negatif,"['cum', 'date', 'dividen', 'buang']"
542,nyata anjlok dividen rp lembar dividen yield bandar info distribusi,Negatif,"['nyata', 'anjlok', 'dividen', 'rp', 'lembar', 'dividen', 'yield', 'bandar', 'info', 'distribusi']"
543,gebuk dividen rumor,Negatif,"['gebuk', 'dividen', 'rumor']"
544,gebuk,Negatif,['gebuk']
545,astaga buang dividen jelek,Negatif,"['astaga', 'buang', 'dividen', 'jelek']"
546,buka ara tuju arb nasib vvip tukang guyur,Negatif,"['buka', 'ara', 'tuju', 'arb', 'nasib', 'vvip', 'tukang', 'guyur']"
547,hati konstruksi hancur rugi lapang proyek mangkrak gaji telat,Negatif,"['hati', 'konstruksi', 'hancur', 'rugi', 'lapang', 'proyek', 'mangkrak', 'gaji', 'telat']"
548,lihat strong bantai tidak punya barang konstruksi tp tega bandar guyur moga sabar,Negatif,"['lihat', 'strong', 'bantai', 'tidak', 'punya', 'barang', 'konstruksi', 'tp', 'tega', 'bandar', 'guyur', 'moga', 'sabar']"
549,pindah bursa crypto,Negatif,"['pindah', 'bursa', 'crypto']"
550,jebol turun kasih naik istirahat,Negatif,"['jebol', 'turun', 'kasih', 'naik', 'istirahat']"
551,masuk kubur,Negatif,"['masuk', 'kubur']"
552,masuk kandang,Negatif,"['masuk', 'kandang']"
553,sedih lihat kuat naik,Negatif,"['sedih', 'lihat', 'kuat', 'naik']"
554,sedih lihat,Negatif,"['sedih', 'lihat']"
555,warning hti distribusi situ nafsu salah salah pom arb high cra masuk ush ikt sangkut sibuk ngopi nonton tunggu stabil fil angka timbang,Negatif,"['warning', 'hti', 'distribusi', 'situ', 'nafsu', 'salah', 'salah', 'pom', 'arb', 'high', 'cra', 'masuk', 'ush', 'ikt', 'sangkut', 'sibuk', 'ngopi', 'nonton', 'tunggu', 'stabil', 'fil', 'angka', 'timbang']"
556,arb,Negatif,['arb']
557,banting,Negatif,['banting']
558,confirm dotop,Negatif,"['confirm', 'dotop']"
559,buang selesai,Negatif,"['buang', 'selesai']"
560,gocek bandar bikin mules trading enak murni ta mnt cuan gocek bandar bandar gocek turun murni bandar withdraw fund taruh,Negatif,"['gocek', 'bandar', 'bikin', 'mules', 'trading', 'enak', 'murni', 'ta', 'mnt', 'cuan', 'gocek', 'bandar', 'bandar', 'gocek', 'turun', 'murni', 'bandar', 'withdraw', 'fund', 'taruh']"
561,hold average hold aja,Netral,"['hold', 'average', 'hold', 'aja']"
562,moga capai lekas usa buru tutup gap bawah duit iseng taruh,Netral,"['moga', 'capai', 'lekas', 'usa', 'buru', 'tutup', 'gap', 'bawah', 'duit', 'iseng', 'taruh']"
563,hold average,Netral,"['hold', 'average']"
564,pindah aja akumulasi nunggi,Netral,"['pindah', 'aja', 'akumulasi', 'nunggi']"
565,gmama biar konsolidasi tuju gas,Netral,"['gmama', 'biar', 'konsolidasi', 'tuju', 'gas']"
566,layak hold bentar rups moga semangat moga porto,Netral,"['layak', 'hold', 'bentar', 'rups', 'moga', 'semangat', 'moga', 'porto']"
567,layak hold dividen porto,Netral,"['layak', 'hold', 'dividen', 'porto']"
568,minus layak hold solusi,Netral,"['minus', 'layak', 'hold', 'solusi']"
569,viewnya right issue akusissi rs emc rs hold tunggu nyata berita thank you sharingnya,Netral,"['viewnya', 'right', 'issue', 'akusissi', 'rs', 'emc', 'rs', 'hold', 'tunggu', 'nyata', 'berita', 'thank', 'you', 'sharingnya']"
570,sabar logam logam tunggu timing trading cuan beli goreng loh putus buy hold jempol,Netral,"['sabar', 'logam', 'logam', 'tunggu', 'timing', 'trading', 'cuan', 'beli', 'goreng', 'loh', 'putus', 'buy', 'hold', 'jempol']"
571,masuk akal net ipo next bawa ghost,Positif,"['masuk', 'akal', 'net', 'ipo', 'next', 'bawa', 'ghost']"
572,back dor listing prospek,Positif,"['back', 'dor', 'listing', 'prospek']"
573,ara hati jorok ujung arb ara slow tp ara koreksi bahaya,Positif,"['ara', 'hati', 'jorok', 'ujung', 'arb', 'ara', 'slow', 'tp', 'ara', 'koreksi', 'bahaya']"
574,merah hijau moga indeks hijau tebal hijau tebal hijau moga lipat,Positif,"['merah', 'hijau', 'moga', 'indeks', 'hijau', 'tebal', 'hijau', 'tebal', 'hijau', 'moga', 'lipat']"
575,hajar bursa sinyal untung merah hijau moga indeks hijau tebal hijau,Positif,"['hajar', 'bursa', 'sinyal', 'untung', 'merah', 'hijau', 'moga', 'indeks', 'hijau', 'tebal', 'hijau']"
576,hebat,Positif,['hebat']
577,jalan tp masuk strategi valid tp mantap jangka tektok situ tutup porto hijau merah merah cuan,Positif,"['jalan', 'tp', 'masuk', 'strategi', 'valid', 'tp', 'mantap', 'jangka', 'tektok', 'situ', 'tutup', 'porto', 'hijau', 'merah', 'merah', 'cuan']"
578,lepas jebol situ nyata tarik minus hijau untung tutup la jalan tp masuk strategi valid tp masuk pullback,Positif,"['lepas', 'jebol', 'situ', 'nyata', 'tarik', 'minus', 'hijau', 'untung', 'tutup', 'la', 'jalan', 'tp', 'masuk', 'strategi', 'valid', 'tp', 'masuk', 'pullback']"
579,faliq selamat porto rugi untung,Positif,"['faliq', 'selamat', 'porto', 'rugi', 'untung']"
580,ayo average bawah ayun sedap faliq selamat porto,Positif,"['ayo', 'average', 'bawah', 'ayun', 'sedap', 'faliq', 'selamat', 'porto']"
581,swing target tunggu corporate action ayo average bawah ayun sedap,Positif,"['swing', 'target', 'tunggu', 'corporate', 'action', 'ayo', 'average', 'bawah', 'ayun', 'sedap']"
582,hijau atao merah hijau hijau tunggu hijau,Positif,"['hijau', 'atao', 'merah', 'hijau', 'hijau', 'tunggu', 'hijau']"
583,hijau atao merah hijau,Positif,"['hijau', 'atao', 'merah', 'hijau']"
584,mantap vibration law saudara panen gilir,Positif,"['mantap', 'vibration', 'law', 'saudara', 'panen', 'gilir']"
585,buy tutup sambar naik bunyi clang masuk turun,Positif,"['buy', 'tutup', 'sambar', 'naik', 'bunyi', 'clang', 'masuk', 'turun']"
586,naik tutup sesi,Positif,"['naik', 'tutup', 'sesi']"
587,menembuss ath,Positif,"['menembuss', 'ath']"
588,moga symmetrical triangles break moga bullish,Positif,"['moga', 'symmetrical', 'triangles', 'break', 'moga', 'bullish']"
589,cl cuan entrynya,Positif,"['cl', 'cuan', 'entrynya']"
590,roket roket roket roket roket roket roket,Positif,"['roket', 'roket', 'roket', 'roket', 'roket', 'roket', 'roket']"
591,pantau,Positif,['pantau']
592,ara susul,Positif,"['ara', 'susul']"
593,terbang,Positif,['terbang']
594,kanan kiri ep ep akumulasi bentar ara arb tp terbang,Positif,"['kanan', 'kiri', 'ep', 'ep', 'akumulasi', 'bentar', 'ara', 'arb', 'tp', 'terbang']"
595,kanan kiri ep akumulasi terbang,Positif,"['kanan', 'kiri', 'ep', 'akumulasi', 'terbang']"
596,mending dividen,Positif,"['mending', 'dividen']"
597,dividen lembar rp dividen interim rp sisa rp cum apr exdate apr,Positif,"['dividen', 'lembar', 'rp', 'dividen', 'interim', 'rp', 'sisa', 'rp', 'cum', 'apr', 'exdate', 'apr']"
598,serok,Positif,['serok']
599,halo bang cerah serok,Positif,"['halo', 'bang', 'cerah', 'serok']"
600,nurut bawa kecuali jatuh bentar cumdate patrick proses akumulasi public,Positif,"['nurut', 'bawa', 'kecuali', 'jatuh', 'bentar', 'cumdate', 'patrick', 'proses', 'akumulasi', 'public']"
601,dividen yield naik,Positif,"['dividen', 'yield', 'naik']"
602,lumayan tinggi moga,Positif,"['lumayan', 'tinggi', 'moga']"
603,buah hasil party jual terbang pegang,Positif,"['buah', 'hasil', 'party', 'jual', 'terbang', 'pegang']"
604,tp,Positif,['tp']
605,lirik,Positif,['lirik']
606,lirik,Positif,['lirik']
607,tarik,Positif,['tarik']
608,ath,Positif,['ath']
609,ara,Positif,['ara']
610,welcome,Positif,['welcome']
611,ara,Positif,['ara']
612,masuk daftar tunggu candle hijau konstruksi seram,Positif,"['masuk', 'daftar', 'tunggu', 'candle', 'hijau', 'konstruksi', 'seram']"
613,kuat ex cum,Positif,"['kuat', 'ex', 'cum']"
614,hijau ayo,Positif,"['hijau', 'ayo']"
615,ayo ara,Positif,"['ayo', 'ara']"
616,serok lumayan,Positif,"['serok', 'lumayan']"
617,bully moga semesta dukung rebound keceng moga dukung,Positif,"['bully', 'moga', 'semesta', 'dukung', 'rebound', 'keceng', 'moga', 'dukung']"
618,ath nyata,Positif,"['ath', 'nyata']"
619,salah miss em turun,Negatif,"['salah', 'miss', 'em', 'turun']"
620,arb kali arb uma transaksi arb,Negatif,"['arb', 'kali', 'arb', 'uma', 'transaksi', 'arb']"
621,amit arb uma beda ara konsolidasi bahaya,Negatif,"['amit', 'arb', 'uma', 'beda', 'ara', 'konsolidasi', 'bahaya']"
622,naik pesat hajar amit arb uma,Negatif,"['naik', 'pesat', 'hajar', 'amit', 'arb', 'uma']"
623,arb,Negatif,['arb']
624,moga lipat naik pesat hajar,Negatif,"['moga', 'lipat', 'naik', 'pesat', 'hajar']"
625,hak ms duit bid habis,Negatif,"['hak', 'ms', 'duit', 'bid', 'habis']"
626,pulang digit,Negatif,"['pulang', 'digit']"
627,arb take profit,Negatif,"['arb', 'take', 'profit']"
628,sayonara,Negatif,['sayonara']
629,tidur,Negatif,['tidur']
630,arb,Negatif,['arb']
631,fomo nurut bawa kecuali jatuh jual rugi hold gantung,Netral,"['fomo', 'nurut', 'bawa', 'kecuali', 'jatuh', 'jual', 'rugi', 'hold', 'gantung']"
632,biarin digangguin,Netral,"['biarin', 'digangguin']"
633,wl murah banking,Positif,"['wl', 'murah', 'banking']"
634,kurang gas coba cek hijau tinggi tinggi sh tinggal naik bnyak lippo group,Positif,"['kurang', 'gas', 'coba', 'cek', 'hijau', 'tinggi', 'tinggi', 'sh', 'tinggal', 'naik', 'bnyak', 'lippo', 'group']"
635,beli sayang terbang keburu tp bagus cuan sesal salesnya,Positif,"['beli', 'sayang', 'terbang', 'keburu', 'tp', 'bagus', 'cuan', 'sesal', 'salesnya']"
636,waaaah ken swikeee bal huhuhuhu beli beli sayang terbang keburu tp,Positif,"['waaaah', 'ken', 'swikeee', 'bal', 'huhuhuhu', 'beli', 'beli', 'sayang', 'terbang', 'keburu', 'tp']"
637,pantau iring gerak gerak bareng sprt sprt bareng naik turun,Positif,"['pantau', 'iring', 'gerak', 'gerak', 'bareng', 'sprt', 'sprt', 'bareng', 'naik', 'turun']"
638,piutang temasek usdjt konversi lembar nilai lembar masuk iseng iseng naik pantau iring gerak,Positif,"['piutang', 'temasek', 'usdjt', 'konversi', 'lembar', 'nilai', 'lembar', 'masuk', 'iseng', 'iseng', 'naik', 'pantau', 'iring', 'gerak']"
639,masuk iseng iseng naik,Positif,"['masuk', 'iseng', 'iseng', 'naik']"
640,nyata ri curi start kerek,Positif,"['nyata', 'ri', 'curi', 'start', 'kerek']"
641,prediksi tembus syaang tp,Positif,"['prediksi', 'tembus', 'syaang', 'tp']"
642,invest pilih,Positif,"['invest', 'pilih']"
643,terimakasih insightnya timing masuk marketnya ajar timecycle mohon bimbing na haka haka roket roket roket roket roket roket roket roket roket kakaaaa,Positif,"['terimakasih', 'insightnya', 'timing', 'masuk', 'marketnya', 'ajar', 'timecycle', 'mohon', 'bimbing', 'na', 'haka', 'haka', 'roket', 'roket', 'roket', 'roket', 'roket', 'roket', 'roket', 'roket', 'roket', 'kakaaaa']"
644,marcapnya gerakin signifikan bca,Positif,"['marcapnya', 'gerakin', 'signifikan', 'bca']"
645,marcapnya,Positif,['marcapnya']
646,mini angkat index,Positif,"['mini', 'angkat', 'index']"
647,mantab sesuai tuju,Positif,"['mantab', 'sesuai', 'tuju']"
648,mantap terima kasih insightnya sabar tunggu,Positif,"['mantap', 'terima', 'kasih', 'insightnya', 'sabar', 'tunggu']"
649,akumulasi ayo broker ritel kanan tinggal tunggu wuss roket roket roket,Positif,"['akumulasi', 'ayo', 'broker', 'ritel', 'kanan', 'tinggal', 'tunggu', 'wuss', 'roket', 'roket', 'roket']"
650,ara roket roket roket naik ara,Positif,"['ara', 'roket', 'roket', 'roket', 'naik', 'ara']"
651,posting salah maaf prediksi all attention please turun indeks sek moga banking naik pelan naik indeks cuaca bagus sesuai view amiin,Positif,"['posting', 'salah', 'maaf', 'prediksi', 'all', 'attention', 'please', 'turun', 'indeks', 'sek', 'moga', 'banking', 'naik', 'pelan', 'naik', 'indeks', 'cuaca', 'bagus', 'sesuai', 'view', 'amiin']"
652,berita right issue terbang,Positif,"['berita', 'right', 'issue', 'terbang']"
653,yoook yoook sobat kumpul ara roket roket roket,Positif,"['yoook', 'yoook', 'sobat', 'kumpul', 'ara', 'roket', 'roket', 'roket']"
654,tanam bibit yoook yoook sobat kumpul,Positif,"['tanam', 'bibit', 'yoook', 'yoook', 'sobat', 'kumpul']"
655,tanam bibit,Positif,"['tanam', 'bibit']"
656,naeknya pakai vol obat,Positif,"['naeknya', 'pakai', 'vol', 'obat']"
657,waaah ath mudah jam break,Positif,"['waaah', 'ath', 'mudah', 'jam', 'break']"
658,xl diam naik,Positif,"['xl', 'diam', 'naik']"
659,wow,Positif,['wow']
660,tp done thx,Positif,"['tp', 'done', 'thx']"
661,ath cape istirahat mantap serok bawah,Positif,"['ath', 'cape', 'istirahat', 'mantap', 'serok', 'bawah']"
662,aaaraaa panic buy roket roket roket andd still,Positif,"['aaaraaa', 'panic', 'buy', 'roket', 'roket', 'roket', 'andd', 'still']"
663,tidak ada obattttt break ath roket roket roket roket roket roket,Positif,"['tidak', 'ada', 'obattttt', 'break', 'ath', 'roket', 'roket', 'roket', 'roket', 'roket', 'roket']"
664,yeauyy finally susul samee,Positif,"['yeauyy', 'finally', 'susul', 'samee']"
665,roket,Positif,['roket']
666,ayo cincai,Positif,"['ayo', 'cincai']"
667,ayo,Positif,['ayo']
668,ayo balek,Positif,"['ayo', 'balek']"
669,ara ara ndarrr,Positif,"['ara', 'ara', 'ndarrr']"
670,haka bagus gandoss,Positif,"['haka', 'bagus', 'gandoss']"
671,ara,Positif,['ara']
672,haka jossssss,Positif,"['haka', 'jossssss']"
673,mini gas,Positif,"['mini', 'gas']"
674,masuk rf beli masuk mantp mudah tutup hijau,Positif,"['masuk', 'rf', 'beli', 'masuk', 'mantp', 'mudah', 'tutup', 'hijau']"
675,masuk rf beli masuk,Positif,"['masuk', 'rf', 'beli', 'masuk']"
676,perlahan tp naik naik puncak gunung,Positif,"['perlahan', 'tp', 'naik', 'naik', 'puncak', 'gunung']"
677,ara,Positif,['ara']
678,gas,Positif,['gas']
679,epic comeback panic buy modal,Positif,"['epic', 'comeback', 'panic', 'buy', 'modal']"
680,map jalan,Positif,"['map', 'jalan']"
681,ara,Positif,['ara']
682,gas,Positif,['gas']
683,terbang ads berita bagus,Positif,"['terbang', 'ads', 'berita', 'bagus']"
684,mantap avd,Positif,"['mantap', 'avd']"
685,yihaa,Positif,['yihaa']
686,yes ihns terima kasih target tp,Positif,"['yes', 'ihns', 'terima', 'kasih', 'target', 'tp']"
687,ara edan asa wush,Positif,"['ara', 'edan', 'asa', 'wush']"
688,ara,Positif,['ara']
689,ath ayo,Positif,"['ath', 'ayo']"
690,break tp,Positif,"['break', 'tp']"
691,ath ayo ayo,Positif,"['ath', 'ayo', 'ayo']"
692,ath ayo,Positif,"['ath', 'ayo']"
693,nyesal naik wajar transaksi bandar borong rela beli iseng profit pasar belah nyata hasil boom bandar ngeri,Positif,"['nyesal', 'naik', 'wajar', 'transaksi', 'bandar', 'borong', 'rela', 'beli', 'iseng', 'profit', 'pasar', 'belah', 'nyata', 'hasil', 'boom', 'bandar', 'ngeri']"
694,selesai konsol terbang,Positif,"['selesai', 'konsol', 'terbang']"
695,roket,Positif,['roket']
696,wih moga bagger enak angkat all time high,Positif,"['wih', 'moga', 'bagger', 'enak', 'angkat', 'all', 'time', 'high']"
697,haka,Positif,['haka']
698,break,Positif,['break']
699,ara,Positif,['ara']
700,ciaamiikkk gilaaaa,Positif,"['ciaamiikkk', 'gilaaaa']"
701,tembus ihns,Positif,"['tembus', 'ihns']"
702,ramai break tembus,Positif,"['ramai', 'break', 'tembus']"
703,tembus,Positif,['tembus']
704,ramai break,Positif,"['ramai', 'break']"
705,ramai break hit,Positif,"['ramai', 'break', 'hit']"
706,ramai break,Positif,"['ramai', 'break']"
707,ara,Positif,['ara']
708,kumat merah darah ledak rups,Positif,"['kumat', 'merah', 'darah', 'ledak', 'rups']"
709,ledak ngebid,Positif,"['ledak', 'ngebid']"
710,ledak,Positif,['ledak']
711,gas tuju poodle,Positif,"['gas', 'tuju', 'poodle']"
712,gas,Positif,['gas']
713,gas moga,Positif,"['gas', 'moga']"
714,bangun kubur,Positif,"['bangun', 'kubur']"
715,elus gembok sabar sabar tos tunggu tuju susul,Positif,"['elus', 'gembok', 'sabar', 'sabar', 'tos', 'tunggu', 'tuju', 'susul']"
716,ara,Positif,['ara']
717,lupa haka cpo hijau,Positif,"['lupa', 'haka', 'cpo', 'hijau']"
718,terbang jebol,Positif,"['terbang', 'jebol']"
719,bntr ara,Positif,"['bntr', 'ara']"
720,terbang,Positif,['terbang']
721,to moon,Positif,"['to', 'moon']"
722,roket roket,Positif,"['roket', 'roket']"
723,feeling tuju,Positif,"['feeling', 'tuju']"
724,mending bnb wushhh roket,Positif,"['mending', 'bnb', 'wushhh', 'roket']"
725,kondisi arb bentuk htf arb sentuh bawah titik breakoutnya,Negatif,"['kondisi', 'arb', 'bentuk', 'htf', 'arb', 'sentuh', 'bawah', 'titik', 'breakoutnya']"
726,belah enteng tampilin chart koment ilmu macem olah erti aduh pesimis memmg turun tinggal atur trading your trade and trade you,Negatif,"['belah', 'enteng', 'tampilin', 'chart', 'koment', 'ilmu', 'macem', 'olah', 'erti', 'aduh', 'pesimis', 'memmg', 'turun', 'tinggal', 'atur', 'trading', 'your', 'trade', 'and', 'trade', 'you']"
727,susah,Negatif,['susah']
728,analisis turun,Negatif,"['analisis', 'turun']"
729,naik,Negatif,['naik']
730,merah,Negatif,['merah']
731,ara ara,Negatif,"['ara', 'ara']"
732,suka loss kmd ganti sekuritas cuan ngakak pakai bca loss nga sl,Negatif,"['suka', 'loss', 'kmd', 'ganti', 'sekuritas', 'cuan', 'ngakak', 'pakai', 'bca', 'loss', 'nga', 'sl']"
733,tik arb,Negatif,"['tik', 'arb']"
734,jual rugi aammsiioong,Negatif,"['jual', 'rugi', 'aammsiioong']"
735,arb kali arb uma transaksi arb,Negatif,"['arb', 'kali', 'arb', 'uma', 'transaksi', 'arb']"
736,pantau iring gerak gas,Netral,"['pantau', 'iring', 'gerak', 'gas']"
737,simpan lebaran,Netral,"['simpan', 'lebaran']"
738,keren percaya mantra sabar kunci masuk trading hold cari celah muat,Netral,"['keren', 'percaya', 'mantra', 'sabar', 'kunci', 'masuk', 'trading', 'hold', 'cari', 'celah', 'muat']"
739,kuat still prediksi salah mantap bawah stay break ath,Netral,"['kuat', 'still', 'prediksi', 'salah', 'mantap', 'bawah', 'stay', 'break', 'ath']"
740,break bagger muntah sabar hold,Netral,"['break', 'bagger', 'muntah', 'sabar', 'hold']"
741,break hold,Netral,"['break', 'hold']"
742,selamat hold,Netral,"['selamat', 'hold']"
743,jual rugi aammsiioong sabar kunci,Netral,"['jual', 'rugi', 'aammsiioong', 'sabar', 'kunci']"
744,murah utang bayar pajak antri,Positif,"['murah', 'utang', 'bayar', 'pajak', 'antri']"
745,beli,Positif,['beli']
746,bentar mlm aroma tuju,Positif,"['bentar', 'mlm', 'aroma', 'tuju']"
747,ara,Positif,['ara']
748,top volume,Positif,"['top', 'volume']"
749,serok,Positif,['serok']
750,serok,Positif,['serok']
751,ara,Positif,['ara']
752,gas,Positif,['gas']
753,pegang berat target bagger ni pegang kmrin ara bagger volume ara volume sehat tp disclaimer on pandang,Positif,"['pegang', 'berat', 'target', 'bagger', 'ni', 'pegang', 'kmrin', 'ara', 'bagger', 'volume', 'ara', 'volume', 'sehat', 'tp', 'disclaimer', 'on', 'pandang']"
754,kawal ath,Positif,"['kawal', 'ath']"
755,jadinga mending ambil naik,Positif,"['jadinga', 'mending', 'ambil', 'naik']"
